date,trade_date,strategy,model_name,horizon,strategy_role,is_benchmark_clone,benchmark_return,strategy_return,active_return,fwd_ret_1d,final_position,position_gap,position_gap_return,turnover,turnover_cost,benchmark_turnover,benchmark_turnover_cost,incremental_turnover_cost,equity,benchmark_equity,drawdown,benchmark_drawdown,cumulative_active_return
2025-02-10,2025-02-11,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,-0.0015334305426236705,-0.0015334305426236705,0.0,-0.0015334305426236705,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,109911.68718070499,109911.68718070499,-0.0015334305426236705,-0.0015334305426236705,0.0
2025-02-11,2025-02-12,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,0.004069454708150566,0.004069454708150566,0.0,0.004069454708150566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110358.96781358328,110358.96781358328,0.0,0.0,0.0
2025-02-12,2025-02-13,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,-0.01274968019406153,-0.01274968019406153,0.0,-0.01274968019406153,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,108951.92626741336,108951.92626741336,-0.01274968019406153,-0.01274968019406153,0.0
2025-02-13,2025-02-14,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,0.0013591366439467123,0.0013591366439467123,0.0,0.0013591366439467123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109100.00682283199,109100.00682283199,-0.01140787210766514,-0.01140787210766514,0.0
2025-02-14,2025-02-17,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,0.025760691205964026,0.025760691205964026,0.0,0.025760691205964026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111910.49840916353,111910.49840916353,0.0,0.0,0.0
2025-02-17,2025-02-18,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,-0.024294146544977857,-0.024294146544977857,0.0,-0.024294146544977857,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,109191.7283608898,109191.7283608898,-0.024294146544977857,-0.024294146544977857,0.0
2025-02-18,2025-02-19,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,0.02056998856379466,0.02056998856379466,0.0,0.02056998856379466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111437.80096453428,111437.80096453428,-0.00422388829778042,-0.00422388829778042,0.0
2025-02-19,2025-02-20,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,0.012465106131900106,0.012465106131900106,0.0,0.012465106131900106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112826.88498066277,112826.88498066277,0.0,0.0,0.0
2025-02-20,2025-02-21,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,-0.0032811451686362014,-0.0032811451686362014,0.0,-0.0032811451686362014,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,112456.6835921162,112456.6835921162,-0.0032811451686362014,-0.0032811451686362014,0.0
2025-02-21,2025-02-24,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,0.012104045163541022,0.012104045163541022,0.0,0.012104045163541022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113817.86436925722,113817.86436925722,0.0,0.0,0.0
2025-02-24,2025-02-25,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,-0.00353171626846871,-0.00353171626846871,0.0,-0.00353171626846871,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,113415.89196602195,113415.89196602195,-0.00353171626846871,-0.00353171626846871,0.0
2025-02-25,2025-02-26,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,0.014554498375255243,0.014554498375255243,0.0,0.014554498375255243,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115066.60338136954,115066.60338136954,0.0,0.0,0.0
2025-02-26,2025-02-27,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,-0.0016638615513528965,-0.0016638615513528965,0.0,-0.0016638615513528965,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,114875.1484841585,114875.1484841585,-0.0016638615513528965,-0.0016638615513528965,0.0
2025-02-27,2025-02-28,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,-0.025689741419116396,-0.025689741419116396,0.0,-0.025689741419116396,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,111924.03562411787,111924.03562411787,-0.02731085879745787,-0.02731085879745787,0.0
2025-02-28,2025-03-03,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,0.0067978851024126374,0.0067978851024126374,0.0,0.0067978851024126374,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112684.88235848896,112684.88235848896,-0.02069862977519854,-0.02069862977519854,0.0
2025-03-03,2025-03-04,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,0.016752476218495627,0.016752476218495627,0.0,0.016752476218495627,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114572.63317038353,114572.63317038353,-0.004292906859767354,-0.004292906859767354,0.0
2025-03-04,2025-03-05,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,-0.004031703853026092,-0.004031703853026092,0.0,-0.004031703853026092,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,114110.71024377915,114110.71024377915,-0.00830730298366622,-0.00830730298366622,0.0
2025-03-05,2025-03-06,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,0.016790100740604608,0.016790100740604608,0.0,0.016790100740604608,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116026.64056435414,116026.64056435414,0.0,0.0,0.0
2025-03-06,2025-03-07,ml_cost_aware_overlay_conservative,ExtraTrees,10,benchmark-clone strategy,True,-0.004631217021925038,-0.004631217021925038,0.0,-0.004631217021925038,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,115489.29601157572,115489.29601157572,-0.004631217021925038,-0.004631217021925038,0.0
