date,trade_date,strategy,model_name,horizon,pred_ret,pred_up_prob,pred_trade_prob,fwd_ret_1d,benchmark_return,strategy_return,final_position,turnover,turnover_cost,position_gap,position_gap_return,cumulative_position_timing_contribution,equity,drawdown,benchmark_equity,benchmark_drawdown
2025-01-16,2025-01-17,ml_selective_defensive_enhancement,GradientBoosting,10,-0.010685467000064874,0.6086350135899616,0.5465659392954354,-0.005173354657099671,-0.005173354657099671,-0.005173354657099671,1.0,0.0,0.0,0.0,-0.0,0.0,101736.59069676354,-0.005173354657099671,101736.59069676354,-0.005173354657099671
2025-01-17,2025-01-20,ml_selective_defensive_enhancement,GradientBoosting,10,-0.014172612188226833,0.5927459939606285,0.5426251800610848,0.017091603281457424,0.017091603281457424,0.017091603281457424,1.0,0.0,0.0,0.0,0.0,0.0,103475.43214416063,0.0,103475.43214416063,0.0
2025-01-20,2025-01-21,ml_selective_defensive_enhancement,GradientBoosting,10,-0.011639099194501283,0.6215942166008659,0.5884034080086317,-0.011275013683268997,-0.011275013683268997,-0.011275013683268997,1.0,0.0,0.0,0.0,-0.0,0.0,102308.74523085305,-0.011275013683268997,102308.74523085305,-0.011275013683268997
2025-01-21,2025-01-22,ml_selective_defensive_enhancement,GradientBoosting,10,0.013028228087669189,0.5405246265651212,0.5666681181719498,-0.010860818422885998,-0.010860818422885998,-0.010860818422885998,1.0,0.0,0.0,0.0,-0.0,0.0,101197.58852582745,-0.022013376229825465,101197.58852582745,-0.022013376229825465
2025-01-22,2025-01-23,ml_selective_defensive_enhancement,GradientBoosting,10,-0.0006373529928526834,0.535803274655595,0.5306850993258179,0.002743652743652847,0.002743652743652847,0.002743652743652847,1.0,0.0,0.0,0.0,0.0,0.0,101475.23956723738,-0.019330120546262708,101475.23956723738,-0.019330120546262708
2025-01-23,2025-01-24,ml_selective_defensive_enhancement,GradientBoosting,10,0.00464126004611355,0.5640063851658494,0.5733872398835125,0.009125930765984558,0.009125930765984558,0.009125930765984558,1.0,0.0,0.0,0.0,0.0,0.0,102401.29557798969,-0.010380595122081449,102401.29557798969,-0.010380595122081449
2025-01-24,2025-01-27,ml_selective_defensive_enhancement,GradientBoosting,10,0.010737172537325338,0.5640063851658494,0.5439931230228354,-0.0007581132961200776,-0.0007581132961200776,-0.0007581132961200776,1.0,0.0,0.0,0.0,-0.0,0.0,102323.66379427208,-0.011130838751017835,102323.66379427208,-0.011130838751017835
2025-01-27,2025-02-05,ml_selective_defensive_enhancement,GradientBoosting,10,0.010737172537325338,0.5640063851658494,0.5009997960906419,0.022339460440201186,0.022339460440201186,0.022339460440201186,1.0,0.0,0.0,0.0,0.0,0.0,104609.51923370067,0.0,104609.51923370067,0.0
2025-02-05,2025-02-06,ml_selective_defensive_enhancement,GradientBoosting,10,0.01452200683198038,0.5676485529918827,0.5470428482164663,0.014908226594480434,0.014908226594480434,0.014908226594480434,1.0,0.0,0.0,0.0,0.0,0.0,106169.06165037634,0.0,106169.06165037634,0.0
2025-02-06,2025-02-07,ml_selective_defensive_enhancement,GradientBoosting,10,0.010737172537325338,0.5781912298486034,0.5358873509918769,0.010726134870347126,0.010726134870347126,0.010726134870347126,1.0,0.0,0.0,0.0,0.0,0.0,107307.84532469648,0.0,107307.84532469648,0.0
2025-02-07,2025-02-10,ml_selective_defensive_enhancement,GradientBoosting,10,0.007213371601976431,0.5808395902213415,0.5817658569997757,0.025838209965063363,0.025838209965063363,0.025838209965063363,1.0,0.0,0.0,0.0,0.0,0.0,110080.48796309452,0.0,110080.48796309452,0.0
2025-02-10,2025-02-11,ml_selective_defensive_enhancement,GradientBoosting,10,-0.009312022965379783,0.5763590803153464,0.5714318971150089,-0.0015334305426236705,-0.0015334305426236705,-0.0015334305426236705,1.0,0.0,0.0,0.0,-0.0,0.0,109911.68718070499,-0.0015334305426236705,109911.68718070499,-0.0015334305426236705
2025-02-11,2025-02-12,ml_selective_defensive_enhancement,GradientBoosting,10,-0.013522955327451035,0.5725199773859767,0.5594725596902155,0.004069454708150566,0.004069454708150566,0.004069454708150566,1.0,0.0,0.0,0.0,0.0,0.0,110358.96781358328,0.0,110358.96781358328,0.0
2025-02-12,2025-02-13,ml_selective_defensive_enhancement,GradientBoosting,10,-0.014738411195382498,0.5664638679023147,0.5530890812467477,-0.01274968019406153,-0.01274968019406153,-0.01274968019406153,1.0,0.0,0.0,0.0,-0.0,0.0,108951.92626741336,-0.01274968019406153,108951.92626741336,-0.01274968019406153
2025-02-13,2025-02-14,ml_selective_defensive_enhancement,GradientBoosting,10,-0.015608797338498943,0.5664638679023147,0.5594725596902155,0.0013591366439467123,0.0013591366439467123,0.0013591366439467123,1.0,0.0,0.0,0.0,0.0,0.0,109100.00682283199,-0.01140787210766514,109100.00682283199,-0.01140787210766514
2025-02-14,2025-02-17,ml_selective_defensive_enhancement,GradientBoosting,10,-0.01608618849367688,0.555802269391962,0.5530890812467477,0.025760691205964026,0.025760691205964026,0.025760691205964026,1.0,0.0,0.0,0.0,0.0,0.0,111910.49840916353,0.0,111910.49840916353,0.0
2025-02-17,2025-02-18,ml_selective_defensive_enhancement,GradientBoosting,10,-0.014798794717376624,0.5544707610063772,0.5650870011238028,-0.024294146544977857,-0.024294146544977857,-0.024294146544977857,1.0,0.0,0.0,0.0,-0.0,0.0,109191.7283608898,-0.024294146544977857,109191.7283608898,-0.024294146544977857
2025-02-18,2025-02-19,ml_selective_defensive_enhancement,GradientBoosting,10,-0.014798794717376624,0.56020942779978,0.5596775406586039,0.02056998856379466,0.02056998856379466,0.02056998856379466,1.0,0.0,0.0,0.0,0.0,0.0,111437.80096453428,-0.00422388829778042,111437.80096453428,-0.00422388829778042
2025-02-19,2025-02-20,ml_selective_defensive_enhancement,GradientBoosting,10,-0.018244583846089915,0.5366486339592629,0.552862912355014,0.012465106131900106,0.012465106131900106,0.012465106131900106,1.0,0.0,0.0,0.0,0.0,0.0,112826.88498066277,0.0,112826.88498066277,0.0
2025-02-20,2025-02-21,ml_selective_defensive_enhancement,GradientBoosting,10,-0.018244583846089915,0.5258675232018117,0.552862912355014,-0.0032811451686362014,-0.0032811451686362014,-0.0032811451686362014,1.0,0.0,0.0,0.0,-0.0,0.0,112456.6835921162,-0.0032811451686362014,112456.6835921162,-0.0032811451686362014
2025-02-21,2025-02-24,ml_selective_defensive_enhancement,GradientBoosting,10,-0.018244583846089915,0.5313350073374311,0.5648621270990942,0.012104045163541022,0.012104045163541022,0.012104045163541022,1.0,0.0,0.0,0.0,0.0,0.0,113817.86436925722,0.0,113817.86436925722,0.0
2025-02-24,2025-02-25,ml_selective_defensive_enhancement,GradientBoosting,10,-0.018244583846089915,0.5313350073374311,0.5648621270990942,-0.00353171626846871,-0.00353171626846871,-0.00353171626846871,1.0,0.0,0.0,0.0,-0.0,0.0,113415.89196602195,-0.00353171626846871,113415.89196602195,-0.00353171626846871
2025-02-25,2025-02-26,ml_selective_defensive_enhancement,GradientBoosting,10,-0.0193804835549195,0.5258675232018117,0.5355107147143013,0.014554498375255243,0.014554498375255243,0.014554498375255243,1.0,0.0,0.0,0.0,0.0,0.0,115066.60338136954,0.0,115066.60338136954,0.0
2025-02-26,2025-02-27,ml_selective_defensive_enhancement,GradientBoosting,10,-0.0193804835549195,0.543912709072936,0.5355107147143013,-0.0016638615513528965,-0.0016638615513528965,-0.0016638615513528965,1.0,0.0,0.0,0.0,-0.0,0.0,114875.1484841585,-0.0016638615513528965,114875.1484841585,-0.0016638615513528965
2025-02-27,2025-02-28,ml_selective_defensive_enhancement,GradientBoosting,10,-0.0193804835549195,0.5491163025039911,0.5245575791914102,-0.025689741419116396,-0.025689741419116396,-0.025689741419116396,1.0,0.0,0.0,0.0,-0.0,0.0,111924.03562411787,-0.02731085879745787,111924.03562411787,-0.02731085879745787
