factor,horizon,corr_with_forward_return,corr_with_big_up,corr_with_big_down,mean_when_big_up,mean_when_big_down,difference_big_up_down,missing_rate,max_abs_tail_corr
up_volume_ratio_60,20,-0.1252332871499595,-0.14022704023982754,0.10598521001711157,0.5680208170267586,0.5922385107674804,-0.024217693740721802,0.015223097112860892,0.14022704023982754
volatility_5,20,0.2535774976463256,0.13956131504194763,-0.05260872789582147,0.016613586508369034,0.013823165361263504,0.0027904211471055304,0.0015748031496062992,0.13956131504194763
atr_ratio_20_60,1,0.07306811076131046,0.13951412783934386,-0.019362081788532697,1.0697685590524195,1.0211396633839123,0.048628895668507255,0.015072765072765074,0.13951412783934386
drawdown_regime,10,0.049802154311187556,0.13949584387609473,-0.03608131454692441,0.3257328990228013,0.22062350119904076,0.10510939782376053,0.0,0.13949584387609473
drawdown_120,1,-0.03416130681630623,-0.13947605720933381,-0.016981857153783645,-0.08989617504895726,-0.07683175922290646,-0.013064415826050807,0.030665280665280667,0.13947605720933381
amihud_illiq_60,20,0.22905009322553344,0.13937425311073637,-0.08247366288431003,0.010225023773818539,0.009200958213732882,0.001024065560085656,0.015748031496062992,0.13937425311073637
m5_close_30m_buy_pressure_rank_20,5,0.028001715810297235,-0.04414475345466417,0.139357953655032,0.5010816125860375,0.5760623046210965,-0.07498069203505908,0.8401041666666667,0.139357953655032
high_volatility_regime,3,0.03601625154927798,0.13817099514986717,0.005697739494834662,0.42439862542955326,0.33954451345755693,0.08485411197199633,0.0,0.13817099514986717
m5_last_hour_return_std_5,5,0.06639699968440865,0.13793830900837675,-0.06732159228140958,0.007669104430477165,0.006143803028909634,0.0015253014015675307,0.8390625,0.13793830900837675
downside_volatility_10,1,0.07355012238818867,0.13779736381849686,0.003705387729663233,0.010676981755234453,0.009374963616237523,0.0013020181389969306,0.002079002079002079,0.13779736381849686
volatility_5,1,0.09519674910736071,0.13767682778109117,-0.02277252432626127,0.016856091945293535,0.014604049850397482,0.002252042094896052,0.0015592515592515593,0.13767682778109117
ret_median_60,20,-0.16043674104157438,-0.1244336125921275,0.13729756179920302,0.0019353558709391974,0.002852327970022647,-0.0009169720990834494,0.015748031496062992,0.13729756179920302
up_day_ratio_60,5,-0.0790791642416058,-0.05292147062120671,0.1367443115994953,0.5701635645798082,0.5877777777777777,-0.01761421319796952,0.015104166666666667,0.1367443115994953
up_volume_ratio_60,5,-0.060988095241457874,-0.04625794099567007,0.13664011406196663,0.5761639447992843,0.5938868222884058,-0.01772287748912149,0.015104166666666667,0.13664011406196663
large_up_return_sum_20,3,0.12826076038044149,0.1365774027223527,-0.018488781738045773,0.11233157067206884,0.09610037333626825,0.016231197335800585,0.004682622268470343,0.1365774027223527
bull_low_vol_regime,5,-0.02852385851548498,-0.1357030627967007,-0.00044627240896604684,0.3553299492385787,0.44583333333333336,-0.09050338409475467,0.0,0.1357030627967007
sell_pressure_volume_20,1,0.057457310963903455,0.1354301168415258,0.005144332053503373,0.06319688987124433,0.05460767583769643,0.008589214033547905,0.004677754677754678,0.1354301168415258
close_position_120,20,-0.11111708550591726,-0.13509346121028995,0.06480766654633043,0.6830575862233462,0.7557496779383013,-0.07269209171495505,0.030971128608923884,0.13509346121028995
m5_last30_return_std_5,3,0.06988743570786773,0.1348990584073672,0.012458496945888716,0.004361051462108362,0.003911542299808148,0.0004495091623002139,0.8381893860561914,0.1348990584073672
m5_high_to_close_reversal,10,-0.11788417600393984,-0.13446561730570988,-0.008056558660521405,-0.015248147379658671,-0.012483882993413839,-0.002764264386244832,0.8402088772845953,0.13446561730570988
m5_close_vwap_position,20,-0.2793680034015531,-0.0780169103239805,0.13440748326735205,-0.7155442890737094,-0.7026742008966098,-0.012870088177099559,0.8446194225721785,0.13440748326735205
m5_vwap_discount,20,-0.2793680034015531,-0.0780169103239805,0.13440748326735205,-0.7155442890737094,-0.7026742008966098,-0.012870088177099559,0.8446194225721785,0.13440748326735205
amihud_illiq_60,10,0.1936610126054548,0.13389200372384888,-0.08228317485517857,0.010225608483317685,0.009263511206473693,0.0009620972768439925,0.015665796344647518,0.13389200372384888
m5_close_30m_range,5,0.012184500797202373,0.13361071727205512,0.05975170428903077,0.005376709662628916,0.005050585536360682,0.0003261241262682334,0.8380208333333333,0.13361071727205512
atr_ratio_20_60,20,0.1783538186196173,0.13304932641860548,-0.09746075298638739,1.0622653201312793,0.9837080931196117,0.07855722701166756,0.015223097112860892,0.13304932641860548
crash_risk_score,10,0.0752057036268796,0.13285117457193246,0.037571028657368055,0.31198066770748606,0.3008006972141573,0.01117997049332875,0.0,0.13285117457193246
m5_daily_intraday_gap,5,-0.11529494447942647,-0.08150728464427504,0.132599455077381,-0.000491311569203254,0.0020311880384037994,-0.0025224996076070533,0.8380208333333333,0.132599455077381
m5_intraday_range,3,0.035758422288151744,0.13156886130626533,0.07123235453459786,0.03212331435101626,0.030560752714734348,0.0015625616362819096,0.8371488033298647,0.13156886130626533
large_up_return_sum_20,1,0.09311486038938839,0.13026327330304974,-0.043294750268430125,0.11154753728327611,0.09323095396676563,0.018316583316510482,0.004677754677754678,0.13026327330304974
m5_negative_bar_ratio_std_5,20,0.14930308838661208,0.12468778850334757,-0.13010579829346755,0.10314868146652924,0.09205131090949364,0.011097370557035593,0.8456692913385827,0.13010579829346755
m5_bar_range_max,5,0.14378285751314698,0.129477396840979,-0.004535174085899007,0.012025811602131507,0.010560379938588962,0.0014654316635425452,0.8380208333333333,0.129477396840979
rsi_14,3,0.0027929156853999646,-0.1291845015412099,-0.02192346325828163,52.68028131636041,54.41585457605105,-1.7355732596906464,0.007284079084287201,0.1291845015412099
close_position_120,1,-0.0002881375617496917,-0.12917946516900428,-0.011412255741635936,0.6766502214953086,0.716685469201813,-0.04003524770650435,0.030665280665280667,0.12917946516900428
m5_intraday_min_return,20,-0.14603471671104568,-0.1288681747683697,0.02242423506709644,-0.017058988096998656,-0.013462411077228198,-0.003596577019770458,0.8446194225721785,0.1288681747683697
trend_vol_regime,20,-0.07550570342414512,-0.12883907040053885,0.01700995700724353,0.08201892744479496,0.23550724637681159,-0.15348831893201664,0.0,0.12883907040053885
m5_low_to_close_recovery,5,0.19016883922971356,0.12789048683640297,-0.019288581078890928,0.018099585280226628,0.0147764248139196,0.003323160466307028,0.8380208333333333,0.12789048683640297
m5_intraday_max_return,1,0.14879526796408257,0.12772502638392436,-0.047752180931484534,0.015626443671425808,0.01231628413624571,0.003310159535180098,0.8362785862785863,0.12772502638392436
m5_longest_down_streak,5,-0.13588473170074958,-0.1272753467402483,0.032931328724724755,4.95575221238938,5.3979591836734695,-0.44220697128408926,0.8380208333333333,0.1272753467402483
m5_midday_reversal_std_5,1,-0.009135066263289585,0.12713850445510846,0.06049793018327383,0.007256020552575801,0.006876028087816379,0.0003799924647594219,0.8373180873180873,0.12713850445510846
atr_5,10,0.16711245009956532,0.12682656055491554,-0.01344636911801006,40.682465798045605,34.83714628297363,5.845319515071978,0.0010443864229765013,0.12682656055491554
severe_drawdown_regime,5,0.06455340061312512,0.12674395523640314,-0.02177737413314412,0.24534686971235195,0.16666666666666666,0.07868020304568529,0.0,0.12674395523640314
m5_intraday_trend_consistency_std_5,20,0.14802713569952747,0.12600769537519071,-0.12125495651348615,0.10307061787273702,0.09227133789867815,0.01079927997405887,0.8456692913385827,0.12600769537519071
m5_positive_bar_ratio_std_5,20,0.14802713569952747,0.12600769537519071,-0.12125495651348615,0.10307061787273702,0.09227133789867815,0.01079927997405887,0.8456692913385827,0.12600769537519071
severe_drawdown_regime,3,0.04899273857936712,0.12599599305577078,0.012009469614888534,0.24742268041237114,0.18840579710144928,0.059016883310921864,0.0,0.12599599305577078
ma_ratio_60,10,-0.08613695190633108,-0.1258295493758255,0.04526149681195451,0.015741410024053357,0.03484605315923357,-0.019104643135180215,0.015143603133159269,0.1258295493758255
downside_volatility_5,1,0.04271492946135263,0.1257372927945928,0.0013834008731771364,0.009542572636066856,0.008173588929841978,0.0013689837062248779,0.0010395010395010396,0.1257372927945928
m5_close_30m_sell_pressure_z_20,5,-0.022663389269028104,0.026789941350793604,-0.1250531781358555,0.0358474162689112,-0.17742739973818922,0.2132748160071004,0.8401041666666667,0.1250531781358555
bear_high_vol_regime,1,0.027618397049395255,0.1250378855553508,-0.015517427942690062,0.18244406196213425,0.11798839458413926,0.06445566737799499,0.0,0.1250378855553508
m5_last_hour_volume_share_std_5,1,0.08040333014933446,0.12450473387394176,-0.018975293376581916,0.02171324287700108,0.019724780672319232,0.0019884622046818477,0.8373180873180873,0.12450473387394176
ma_slope_20,20,-0.143985597881282,-0.12363232042473903,0.055263605386990974,0.0018694572893479995,0.007219963318893505,-0.0053505060295455055,0.007349081364829396,0.12363232042473903
m5_return_reversal_1,1,-0.1256607804029766,-0.04142112824308478,0.12350812302118978,-0.002071854976440998,0.0035009434339625697,-0.005572798410403567,0.8367983367983368,0.12350812302118978
amihud_illiq_60,3,0.11918974749744249,0.12313592687527482,-0.029171724609384643,0.010206106244028665,0.009557224331687514,0.000648881912341151,0.015608740894901144,0.12313592687527482
close_position_20,10,-0.014960423967943967,-0.12309079349181316,-0.0030369428229253303,0.6043923957578884,0.6510468127682973,-0.046654417010408955,0.004699738903394256,0.12309079349181316
volatility_ratio_20_60,1,0.07624915320338152,0.1229337871696318,-0.04417138328428764,1.0081999760879403,0.9492407434372513,0.05895923265068903,0.015592515592515593,0.1229337871696318
ma_slope_20,10,-0.10555498255164905,-0.12271060619290645,0.03935338130782724,0.001766059317861958,0.006422156585924347,-0.00465609726806239,0.007310704960835509,0.12271060619290645
m5_longest_down_streak,3,-0.10597586024166519,-0.122677066978842,0.012655739254475301,4.9743589743589745,5.333333333333333,-0.3589743589743586,0.8371488033298647,0.122677066978842
m5_last_hour_return_std_5,1,0.0048210270074613,0.12257087132639675,0.05222532915008178,0.007486930640956905,0.007046893195412217,0.00044003744554468784,0.8373180873180873,0.12257087132639675
m5_sign_flip_count,20,-0.09567818188408518,-0.02429831052294544,0.12198183237758696,19.982758620689655,20.747252747252748,-0.7644941265630933,0.8446194225721785,0.12198183237758696
close_to_high,10,-0.10840260529196573,-0.12164389913056221,0.015906587852330765,-0.009817839222836288,-0.007702081383771958,-0.0021157578390643295,0.0,0.12164389913056221
m5_low_to_close_recovery,3,0.12689656104034266,0.12152505418626577,0.031270473228786407,0.01788920678313081,0.015991448348445444,0.001897758434685367,0.8371488033298647,0.12152505418626577
rsi_14,20,-0.07341860906035177,-0.1209081041911975,-0.012144323691954832,53.015217621349294,54.57735713879778,-1.562139517448486,0.007349081364829396,0.1209081041911975
m5_last30_return_std_5,1,0.00830117266817453,0.12072610864510881,0.05082216705873399,0.0042893487307584695,0.004056666231634218,0.00023268249912425116,0.8373180873180873,0.12072610864510881
m5_daily_intraday_gap,10,-0.10868918458318011,-0.10537253109454546,0.12072072088053265,-0.0006975425075158993,0.001970749503110903,-0.0026682920106268024,0.8402088772845953,0.12072072088053265
m5_intraday_volatility_std_5,1,-0.009888175019305421,0.12061707126866916,0.053588486194932165,0.000620078665441808,0.0005839575402393904,3.612112520241762e-05,0.8373180873180873,0.12061707126866916
m5_down_volume_pressure,1,-0.06722547878235295,0.12057148708534215,0.04620280000133693,0.0007098357259439287,0.0006667263600608311,4.3109365883097633e-05,0.8362785862785863,0.12057148708534215
m5_intraday_volatility_std_5,3,0.09784737906862419,0.12028045782502958,0.014401097006674312,0.0006213132929851985,0.0005581836981176989,6.312959486749954e-05,0.8381893860561914,0.12028045782502958
ma_ratio_60,5,-0.07204243677466383,-0.1201695713475052,0.05405498416555231,0.015626682564159177,0.035187947251201494,-0.019561264687042317,0.015104166666666667,0.1201695713475052
m5_close_30m_buy_pressure_z_20,3,-0.038373330773159804,-0.07680400417699082,0.12011550945301523,-0.09095945990248329,0.17457792146591256,-0.26553738136839583,0.8392299687825182,0.12011550945301523
m5_high_time_ratio,1,0.12214845172206353,0.03597819047659973,-0.12007801516881138,0.4144647696476965,0.3361235119047619,0.0783412577429346,0.8362785862785863,0.12007801516881138
m5_intraday_range,1,0.0018189494580912104,0.11976408792639101,0.04256117420788619,0.03167938457125659,0.02962545337698638,0.0020539311942702095,0.8362785862785863,0.11976408792639101
volume_ratio_10,10,0.13518238449137795,0.11972083698979956,-0.0744880177266115,0.032306559993724816,-0.013509788988271473,0.04581634898199629,0.0020887728459530026,0.11972083698979956
m5_intraday_return_mean_5,1,0.1457216061158014,0.05003335995048458,-0.11925135973389743,0.0014796666638692655,-0.00128304578180933,0.0027627124456785952,0.8373180873180873,0.11925135973389743
atr_10,10,0.16193253616130296,0.11821374141214801,-0.009922507621583011,39.92371661237786,34.94726618705037,4.976450425327492,0.0020887728459530026,0.11821374141214801
bollinger_position,10,-0.006447746433048272,-0.11797546198013405,-0.008870645080537013,0.5373628044929901,0.5815474509079243,-0.04418464641493414,0.004699738903394256,0.11797546198013405
bull_regime_ma120,3,0.0005140162728351401,-0.11788498638255918,0.0060632601793638805,0.6391752577319587,0.7163561076604554,-0.07718084992849672,0.0,0.11788498638255918
breakout_low_prior_120,10,-0.05891920554480025,-0.09491342584223644,0.11722609842440072,0.2642637787404991,0.31376409672960287,-0.04950031798910376,0.031331592689295036,0.11722609842440072
bull_regime_ma120,10,-0.007909925944009332,-0.11719589919191417,-0.005168260421707064,0.6449511400651465,0.709832134292566,-0.06488099422741944,0.0,0.11719589919191417
m5_large_drop_count,1,-0.06840594016190352,0.11715742700781302,0.03972922349176574,3.2195121951219514,2.892857142857143,0.3266550522648086,0.8362785862785863,0.11715742700781302
up_day_ratio_60,10,-0.11344242365395132,-0.09666101217926333,0.11711180497711907,0.5665309446254072,0.5866506794564348,-0.02011973483102758,0.015143603133159269,0.11711180497711907
high_volatility_regime,1,0.029246975665406183,0.11692771534205938,0.0011763269845076882,0.4113597246127367,0.3365570599613153,0.07480266465142138,0.0,0.11692771534205938
breakout_low_120,10,-0.053094682377432284,-0.09283568099262743,0.11664786946124157,0.26376108294723133,0.3123416017322617,-0.04858051878503039,0.03080939947780679,0.11664786946124157
amihud_illiq_60,1,0.07566980183195263,0.11615829578626252,-0.021639373671906815,0.010176900025609689,0.009596520002961188,0.0005803800226485013,0.015592515592515593,0.11615829578626252
ret_median_60,10,-0.10577560195618026,-0.0727894125079391,0.11502674131657857,0.0021109033216880012,0.0027700140903629037,-0.0006591107686749025,0.015665796344647518,0.11502674131657857
ma_ratio_120,10,-0.09411889007175489,-0.11500121611948816,0.053787523889797705,0.03484640018536092,0.06076696051899074,-0.02592056033362982,0.03080939947780679,0.11500121611948816
m5_intraday_r2,1,0.087941297013005,0.03148378576869568,-0.11494583843458772,0.47107207527650496,0.413027362022278,0.05804471325422694,0.8362785862785863,0.11494583843458772
downside_volatility_5,20,0.19483638415141985,0.11460691325937523,-0.02824102540433592,0.00920721138233919,0.007637878939985162,0.001569332442354028,0.0010498687664041995,0.11460691325937523
macd,10,-0.08590904876872037,-0.11434501473723907,0.03196268693644491,5.790408692189216,15.341593617075771,-9.551184924886556,0.013054830287206266,0.11434501473723907
breakout_high_120,20,-0.18170711049129834,-0.11422395064870405,0.038826545949185956,-0.08772389410531127,-0.07089126153073873,-0.016832632574572542,0.030971128608923884,0.11422395064870405
m5_close_vwap_position_mean_5,10,-0.2233026943782216,-0.10846445129702209,0.11421836339009177,-0.7144498734036735,-0.6999429435704331,-0.014506929833240423,0.8412532637075718,0.11421836339009177
ma_ratio_120,5,-0.07677169031461606,-0.11367791147262564,0.06172911364160388,0.03433285632077788,0.061394692368513595,-0.027061836047735717,0.030729166666666665,0.11367791147262564
m5_intraday_slope_z_20,10,0.11405537430446823,0.04675332669593563,-0.11359804343491783,0.023458551805358552,-0.2120558366535811,0.23551438845893966,0.8422976501305482,0.11359804343491783
m5_bar_range_max,1,0.026027638715666133,0.11335695629333606,0.04251813275675934,0.011851764438911862,0.011156897443496629,0.0006948669954152335,0.8362785862785863,0.11335695629333606
m5_intraday_trend_consistency,10,0.08248745669497055,0.09989864359392726,-0.1128103534142265,0.5278796771826851,0.4944495837187789,0.03343009346390624,0.8402088772845953,0.1128103534142265
m5_positive_bar_ratio,10,0.08248745669497055,0.09989864359392726,-0.1128103534142265,0.5278796771826851,0.4944495837187789,0.03343009346390624,0.8402088772845953,0.1128103534142265
large_down_count_20,5,0.02601717614961586,0.11259886110633409,0.047417714263592724,4.598984771573604,4.422916666666667,0.17606810490693725,0.0046875,0.11259886110633409
up_day_ratio_20,20,-0.10302741330461093,-0.11259629957802814,0.03502001736982444,0.5583596214511041,0.5828985507246377,-0.024538929273533627,0.004724409448818898,0.11259629957802814
m5_intraday_slope_rank_20,10,0.09792556311375542,0.05046900737305522,-0.11259282790762688,0.5317391304347825,0.4653472885809842,0.06639184185379832,0.8422976501305482,0.11259282790762688
atr_60,20,0.09103572312674524,0.013568467265676874,0.11218020569852828,34.187345951629865,38.813265217391304,-4.625919265761439,0.015223097112860892,0.11218020569852828
close_to_low,10,0.14180353290833606,0.112074980421648,-0.06523493051791616,0.012593819423242855,0.009734953307750486,0.002858866115492369,0.0,0.112074980421648
severe_drawdown_regime,1,0.021327305933463943,0.11172580943899121,0.01659064983454872,0.24096385542168675,0.19148936170212766,0.04947449371955909,0.0,0.11172580943899121
m5_last_hour_return_mean_5,20,-0.17577801123657716,-0.10231446021103317,0.11159579520176961,-5.3899887154101876e-05,0.0007532627308733529,-0.0008071626180274548,0.8456692913385827,0.11159579520176961
drawdown_regime,1,0.005076059123209341,0.11140028595046386,0.017304428116475923,0.32013769363166955,0.26499032882011603,0.05514736481155352,0.0,0.11140028595046386
bull_regime_ma120,5,-0.0031682696209938024,-0.11139607387820145,0.02629534682631928,0.6446700507614214,0.73125,-0.08657994923857859,0.0,0.11139607387820145
drawdown_speed_120,5,-0.06439040587594518,-0.11133337890656461,0.024481659072605962,-0.004863752175514384,0.002037619471242237,-0.006901371646756621,0.03333333333333333,0.11133337890656461
breakout_low_120,5,-0.034452393649644995,-0.073567972627072,0.11124411624770496,0.26755570809106427,0.30941178904886085,-0.04185608095779658,0.030729166666666665,0.11124411624770496
m5_midday_reversal_mean_5,20,-0.16734717431955928,-0.11056077216692037,0.11107041812070782,3.24515346701168e-05,0.0008178960593261884,-0.0007854445246560716,0.8456692913385827,0.11107041812070782
m5_available,20,0.06036093316589381,0.0035233813287850945,0.11084474568951279,0.1829652996845426,0.263768115942029,-0.08080281625748639,0.0,0.11084474568951279
volume_ratio_20,10,0.13296777532561918,0.1106520075268772,-0.057300994676426076,0.04351191511937402,-0.006711648951001201,0.050223564070375225,0.004699738903394256,0.1106520075268772
large_up_count_20,1,0.062064944679341164,0.1106242427675278,-0.03257072212871157,4.784853700516351,4.299806576402321,0.48504712411402995,0.004677754677754678,0.1106242427675278
close_position_20,5,0.008905345758845488,-0.11037149806122346,-0.017802674573551048,0.6060193526649025,0.6424018962113389,-0.03638254354643644,0.0046875,0.11037149806122346
crash_risk_score,1,0.04450739214861514,0.11036483936390591,-0.0036882390160944715,0.31088552179828627,0.29464385710186164,0.01624166469642463,0.0,0.11036483936390591
m5_intraday_min_return,10,-0.11774737227142207,-0.1103127207968996,-0.006116653547374127,-0.016688744412564363,-0.014252209805910741,-0.002436534606653622,0.8402088772845953,0.1103127207968996
m5_up_volume_share,3,0.15593364492752845,0.11026173885931503,-0.029570631489086525,0.46922805903625414,0.44905325606950947,0.020174802966744676,0.8371488033298647,0.11026173885931503
m5_up_amount_share,3,0.15593359787414335,0.11026115800773587,-0.029570545527826567,0.46922864567836214,0.4490539618055898,0.020174683872772325,0.8371488033298647,0.11026115800773587
atr_5,20,0.22882461698585183,0.11020334096348192,0.023810765650052402,39.690940063091475,36.83212173913044,2.8588183239610316,0.0010498687664041995,0.11020334096348192
breakout_low_prior_120,5,-0.035176263114560534,-0.07521612121909949,0.11018880888896779,0.2681480748124654,0.31038798845886356,-0.042239913646398175,0.03125,0.11018880888896779
ma_spread_20_60,20,-0.08064091945099756,-0.11017799943452815,0.07574478782243495,0.010507999918731255,0.025144791076435618,-0.014636791157704363,0.015223097112860892,0.11017799943452815
large_down_count_20,3,0.007763697443473403,0.11017149414662106,0.051534412439676325,4.597938144329897,4.438923395445134,0.1590147488847622,0.004682622268470343,0.11017149414662106
m5_close_vwap_position,10,-0.22424221016798815,-0.11002597108128169,0.09873138648530802,-0.7139631522458478,-0.6999579496346643,-0.014005202611183543,0.8402088772845953,0.11002597108128169
m5_vwap_discount,10,-0.22424221016798815,-0.11002597108128169,0.09873138648530802,-0.7139631522458478,-0.6999579496346643,-0.014005202611183543,0.8402088772845953,0.11002597108128169
m5_net_volume_pressure_z_20,3,0.15037963138960211,0.11002273312666384,-0.033563342889688916,0.1237709929197374,-0.06207749923066026,0.18584849215039767,0.8392299687825182,0.11002273312666384
m5_net_amount_pressure_z_20,3,0.15037948483170493,0.11002233770548038,-0.03356294314953013,0.12377054340030241,-0.06207690156749951,0.18584744496780192,0.8392299687825182,0.11002233770548038
upper_shadow,10,0.12433224378817487,0.10975036277088435,-0.0523837069959457,0.003234323344699952,0.0023668370418066503,0.0008674863028933018,0.0,0.10975036277088435
ret_mean_20,10,-0.09480092397889661,-0.10965487759506286,0.023589125113253923,0.0005411425826662906,0.0013244486811246922,-0.0007833060984584016,0.005221932114882507,0.10965487759506286
m5_morning_return_mean_5,1,0.10591074410547846,0.04271372114427062,-0.10962814645428892,0.0012356083951694451,-0.0008431998569618225,0.002078808252131268,0.8373180873180873,0.10962814645428892
m5_negative_bar_ratio,10,-0.0798085357503726,-0.09444341453146496,0.10956689881740071,0.47175348495964786,0.5039315448658648,-0.032178059906216916,0.8402088772845953,0.10956689881740071
atr_ratio_60,3,0.08842364393707937,0.10942957434243336,0.030414563931292722,0.020231921027297654,0.01955141736346862,0.0006805036638290324,0.015088449531737774,0.10942957434243336
high_volatility_regime,5,0.043131888848973524,0.1092782190836823,0.0006475609058248115,0.40439932318104904,0.33541666666666664,0.0689826565143824,0.0,0.1092782190836823
m5_last_hour_volume_share,20,-0.11470998379209084,-0.10917028425492821,0.07654222716713034,0.22268337257590123,0.228874655203571,-0.00619128262766977,0.8446194225721785,0.10917028425492821
rsi_6,5,0.0067701553252812905,-0.10908252328128344,-0.028799772274276648,53.0882824642733,54.98138122163462,-1.8930987573613223,0.003125,0.10908252328128344
stoch_d,5,-0.005375834576784102,-0.10907036053863375,-0.01532530224063728,59.89055292985524,63.41009836598039,-3.5195454361251493,0.004166666666666667,0.10907036053863375
m5_low_to_close_recovery_rank_20,20,0.11267760478548286,0.10901420344689008,-0.07404801187101008,0.5618614921770281,0.4898876404494383,0.0719738517275898,0.8467191601049868,0.10901420344689008
ma_ratio_60,20,-0.10780092243089466,-0.10884160661723839,0.045082576762233595,0.017247816483150543,0.03469609154001985,-0.017448275056869304,0.015223097112860892,0.10884160661723839
breakout_high_prior_120,20,-0.17499741236221694,-0.10872799569141132,0.036315459000378615,-0.08650371259306132,-0.07030347389336815,-0.01620023869969317,0.031496062992125984,0.10872799569141132
stoch_d,3,0.014854773240072243,-0.10870408902116982,-0.03501877826977573,59.71081535714469,62.39981062421717,-2.688995267072478,0.004162330905306972,0.10870408902116982
drawdown_120,20,-0.1747694083971641,-0.10858035252948334,0.037699721239770285,-0.08352421473149535,-0.06738763887590345,-0.016136575855591903,0.030971128608923884,0.10858035252948334
stoch_d,10,-0.009922049330400605,-0.10845392034034382,-0.005400677048017842,60.26848704382721,64.03796670675612,-3.769479662928916,0.004177545691906005,0.10845392034034382
m5_last_hour_return_mean_5,5,-0.09207477728680899,-0.05887147279595794,0.10841407191528019,4.3195958999809864e-05,0.0006868678639243595,-0.0006436719049245496,0.8390625,0.10841407191528019
ma_slope_20,3,-0.06061564644437893,-0.10840568358168631,0.009266133271595655,0.0018333467582789837,0.005184409398819325,-0.0033510626405403414,0.007284079084287201,0.10840568358168631
ret_mean_20,20,-0.1328915300383871,-0.10803825730463154,0.028653503762204036,0.0005565250138941474,0.0013717137396169977,-0.0008151887257228503,0.005249343832020997,0.10803825730463154
ma_ratio_60,3,-0.04335610056264379,-0.10792962166217486,0.013576175689630007,0.016519805642580796,0.02991134738220754,-0.013391541739626745,0.015088449531737774,0.10792962166217486
m5_net_amount_pressure_z_20,10,0.08588497241520705,0.07057258490104153,-0.10764353580250134,0.08045263141397385,-0.16936019366137997,0.24981282507535382,0.8422976501305482,0.10764353580250134
m5_net_volume_pressure_z_20,10,0.08588456462374171,0.07057179736067977,-0.10764318112475806,0.08045165171548811,-0.1693596389025637,0.2498112906180518,0.8422976501305482,0.10764318112475806
ma_ratio_120,20,-0.11378516810594762,-0.10756768299941044,0.0513127195205989,0.03567167056282768,0.0598212469382815,-0.02414957637545382,0.030971128608923884,0.10756768299941044
up_volume_ratio_60,10,-0.08610694294946684,-0.07881368110122235,0.107418489662028,0.5733796268631796,0.5917370649139239,-0.0183574380507443,0.015143603133159269,0.107418489662028
m5_close_vwap_position_mean_5,3,-0.1510001909583296,-0.10738227976899561,0.02104090020399235,-0.7123396333635447,-0.7041367128846506,-0.008202920478894038,0.8381893860561914,0.10738227976899561
macd_signal,10,-0.08503171689830721,-0.10736996570226469,0.04849418434256892,6.189713770001866,15.920151545430627,-9.730437775428761,0.01723237597911227,0.10736996570226469
breakout_low_20,10,0.16416610526438433,0.10727964906605458,-0.09261540632121815,0.09556231149427694,0.07365562763940753,0.021906683854869408,0.004699738903394256,0.10727964906605458
bollinger_position,5,0.013530998634761017,-0.10662183214337852,-0.021632783731073933,0.5390697137079276,0.5741071945121725,-0.03503748080424496,0.0046875,0.10662183214337852
bull_low_vol_regime,1,0.005308363541794761,-0.10619781818056295,-0.043179802743422396,0.3717728055077453,0.4119922630560928,-0.04021945754834755,0.0,0.10619781818056295
atr_ratio_60,1,0.0497277340738771,0.10607536041364868,0.019979033489691878,0.020221212605214638,0.019448811995289094,0.0007724006099255436,0.015072765072765074,0.10607536041364868
atr_5,5,0.12557131993340714,0.10606549654875917,-0.022483885469805218,40.31273434856176,34.691925000000005,5.620809348561757,0.0010416666666666667,0.10606549654875917
atr_10,20,0.2148059398389111,0.10547895678371765,0.0219143158497314,39.090498422712926,36.484379710144935,2.6061187125679908,0.002099737532808399,0.10547895678371765
close_to_high,5,-0.03318690311709779,-0.10518617950160443,0.003675622273035564,-0.009653629814294691,-0.007962618569595924,-0.0016910112446987674,0.0,0.10518617950160443
trend_regime_score,1,0.0035226127844830393,-0.10516678610173358,-0.018110542680104116,0.608433734939759,0.6513539651837524,-0.042920230243993385,0.0,0.10516678610173358
ma_spread_20_60,10,-0.08254661850239549,-0.10510116284653387,0.06875631900832116,0.01060311598534798,0.024026198141979087,-0.013423082156631107,0.015143603133159269,0.10510116284653387
m5_close_30m_range,1,-0.032018635901975505,0.10504979112091989,0.01506139896734758,0.005195941439774733,0.004790447238549905,0.00040549420122482777,0.8362785862785863,0.10504979112091989
close_position_60,1,0.016069297195327695,-0.10499275747482173,-0.016951086212260106,0.6577867111188238,0.6895849984729027,-0.03179828735407886,0.015072765072765074,0.10499275747482173
atr_ratio_60,5,0.11415582852759859,0.10495519623504843,0.007326591949809862,0.020160578315033963,0.01929353834215477,0.0008670399728791939,0.015104166666666667,0.10495519623504843
ma_ratio_20,5,-0.050860965140487734,-0.10486415295165953,0.012696951495805409,0.0031903487595723802,0.010839978131554703,-0.007649629371982323,0.0046875,0.10486415295165953
close_position_20,3,0.02969780515877169,-0.10484685731741561,-0.04173542208526531,0.6063800739502808,0.6298848297974847,-0.023504755847203906,0.004682622268470343,0.10484685731741561
m5_morning_return_mean_5,20,-0.08918460239514431,-0.030201861368274796,-0.10471633529204752,0.0005074525125680512,-0.0007425217238966881,0.0012499742364647393,0.8456692913385827,0.10471633529204752
