model_name,horizon,target_name,validation_auc,test_auc,validation_logloss,test_logloss,logloss_gap,validation_return_corr,test_return_corr,validation_score,test_score,score_gap,auc_gap,validation_selection_score,test_selection_score,is_validation_prediction_best,is_final_strategy_used,final_strategy_name,stability_comment
LightGBM,20,target_ret,,,,,,0.3847539234754917,-0.0047053262466109,0.3847539234754917,-0.0047053262466109,0.3894592497221026,,0.723970758152414,0.4351256514160179,False,False,,validation overfit / weak test generalization
LightGBMRegularized,20,target_up,0.8366271409749672,0.4550325296593953,0.6045654293895516,0.8024100386180587,-0.1978446092285071,,,0.8366271409749672,0.4550325296593953,0.3815946113155719,0.3815946113155719,0.7243261098183457,0.4357188598482635,False,False,,validation overfit / weak test generalization
mlp_tiny,20,target_ret,,,,,,0.1711604716648292,-0.2064586427084291,0.1711604716648292,-0.2064586427084291,0.3776191143732583,,0.6941003629941498,0.4066841650850878,False,False,,weak or unstable predictive evidence
XGBoostRegularized,20,target_up,0.8382740447957839,0.4634519709146574,0.593281301219592,0.7965629437900057,-0.2032816425704137,,,0.8382740447957839,0.4634519709146574,0.37482207388112654,0.37482207388112654,0.7417961594144882,0.4353679897401548,False,False,,validation overfit / weak test generalization
RandomForest,20,target_big_down,0.8587819947043248,0.4923505976095618,0.7805205568911198,0.7123430591331793,0.06817749775794046,,,0.8587819947043248,0.4923505976095618,0.366431397094763,0.366431397094763,0.6905485160560216,0.4591650320091324,False,False,,validation overfit / weak test generalization
RandomForest,20,target_trade,0.8422222222222223,0.4766074709124311,0.653543640799979,0.6931351362250372,-0.03959149542505824,,,0.8422222222222223,0.4766074709124311,0.3656147513097912,0.3656147513097912,0.6905485160560216,0.4591650320091324,False,False,,validation overfit / weak test generalization
XGBoost,20,target_up,0.8359683794466403,0.4732746523791299,0.6050677512254093,0.7911602552001068,-0.18609250397469745,,,0.8359683794466403,0.4732746523791299,0.36269372706751035,0.36269372706751035,0.7302540784117754,0.4402180302081171,False,False,,validation overfit / weak test generalization
HistGradientBoosting,20,target_ret,,,,,,0.3537699968788135,-0.0037483395051135,0.3537699968788135,-0.0037483395051135,0.357518336383927,,0.6630351625712,0.4223656753515874,False,False,,validation overfit / weak test generalization
LightGBM,20,target_up,0.8218050065876152,0.464440617425692,0.6236608999719128,0.8152896741986155,-0.19162877422670277,,,0.8218050065876152,0.464440617425692,0.35736438916192326,0.35736438916192326,0.723970758152414,0.4351256514160179,False,False,,validation overfit / weak test generalization
RandomForestDeep,20,target_up,0.8138998682476943,0.4616022451843348,0.6070408060561181,0.7622470184703298,-0.15520621241421173,,,0.8138998682476943,0.4616022451843348,0.35229762306335954,0.35229762306335954,0.7061171094132181,0.44148046955079,False,False,,validation overfit / weak test generalization
XGBoostRegularized,20,target_ret,,,,,,0.3669439173788149,0.0150324664988006,0.3669439173788149,0.0150324664988006,0.3519114508800143,,0.7417961594144882,0.4353679897401548,False,False,,validation overfit / weak test generalization
HistGradientBoosting,20,target_up,0.755270092226614,0.4094272228600586,0.6694768874021358,0.8518681415409565,-0.18239125413882062,,,0.755270092226614,0.4094272228600586,0.3458428693665554,0.3458428693665554,0.6630351625712,0.4223656753515874,False,False,,validation overfit / weak test generalization
RandomForest,20,target_up,0.7786561264822134,0.4344304120423524,0.649555119984372,0.7068213539670722,-0.057266233982700254,,,0.7786561264822134,0.4344304120423524,0.344225714439861,0.344225714439861,0.6905485160560216,0.4591650320091324,False,False,,validation overfit / weak test generalization
XGBoost,20,target_trade,0.8057142857142856,0.467911818738518,0.7093658471843095,0.8525137972446057,-0.14314795006029624,,,0.8057142857142856,0.467911818738518,0.3378024669757676,0.3378024669757676,0.7302540784117754,0.4402180302081171,False,False,,validation overfit / weak test generalization
LightGBMRegularized,20,target_trade,0.8098412698412698,0.4734843845682793,0.6887941569986782,0.8141662775468854,-0.12537212054820723,,,0.8098412698412698,0.4734843845682793,0.3363568852729905,0.3363568852729905,0.7243261098183457,0.4357188598482635,False,False,,validation overfit / weak test generalization
LightGBM,20,target_trade,0.8022222222222222,0.4698101653398652,0.7072138518428795,0.807152883736306,-0.09993903189342646,,,0.8022222222222222,0.4698101653398652,0.332412056882357,0.332412056882357,0.723970758152414,0.4351256514160179,False,False,,validation overfit / weak test generalization
mlp_small,20,target_clean_direction,0.7792207792207793,0.4490664919751065,2.5761291889164424,3.828965359510481,-1.2528361705940387,,,0.7792207792207793,0.4490664919751065,0.33015428724567275,0.33015428724567275,0.6763800160700612,0.4365303889758192,False,False,,validation overfit / weak test generalization
ExtraTreesDeep,10,target_trade,0.7399559713813978,0.4154589371980677,0.6435344495989599,0.7317325168399109,-0.08819806724095103,,,0.7399559713813978,0.4154589371980677,0.3244970341833301,0.3244970341833301,0.6241029136265633,0.4118509175195295,False,False,,validation overfit / weak test generalization
ExtraTreesDeep,20,target_trade,0.7780952380952382,0.4588487446417636,0.6706463443296398,0.735845614430577,-0.06519927010093729,,,0.7780952380952382,0.4588487446417636,0.31924649345347456,0.31924649345347456,0.6946835907693333,0.4315244644580829,False,False,,validation overfit / weak test generalization
GradientBoosting,20,target_up,0.7407773386034257,0.4250542160989922,0.5962973653414707,0.6515395483523867,-0.05524218301091599,,,0.7407773386034257,0.4250542160989922,0.31572312250443346,0.31572312250443346,0.7145065892214683,0.4349734323017783,False,False,,validation overfit / weak test generalization
ExtraTreesDeep,20,target_up,0.7971014492753623,0.4817578772802653,0.646777999371192,0.7036707485684399,-0.05689274919724796,,,0.7971014492753623,0.4817578772802653,0.315343571995097,0.315343571995097,0.6946835907693333,0.4315244644580829,False,False,,validation overfit / weak test generalization
mlp_tiny,20,target_up,0.7450592885375494,0.4326444699579028,2.0421351014062745,1.7597155687519064,0.28241953265436814,,,0.7450592885375494,0.4326444699579028,0.31241481857964665,0.31241481857964665,0.6941003629941498,0.4066841650850878,False,False,,validation overfit / weak test generalization
mlp_small,20,target_big_down,0.819947043248014,0.5083665338645418,3.0211515852736723,2.055518431784905,0.9656331534887674,,,0.819947043248014,0.5083665338645418,0.31158050938347226,0.31158050938347226,0.6763800160700612,0.4365303889758192,False,False,,validation overfit / weak test generalization
mlp_tiny,20,target_clean_direction,0.7564935064935066,0.4467736652472978,1.663870899987571,2.2355759118135268,-0.5717050118259557,,,0.7564935064935066,0.4467736652472978,0.30971984124620877,0.30971984124620877,0.6941003629941498,0.4066841650850878,False,False,,validation overfit / weak test generalization
