date,trade_date,fwd_ret_1d,target_ret,final_position,position_gap,position_gap_return,turnover,turnover_cost,pred_ret,pred_up_prob,pred_trade_prob,pred_big_up_prob,pred_big_down_prob,pred_tail_score,ret_20,ma_ratio_60,ma_spread_20_60,drawdown_60,volatility_20,volatility_60,trend_regime_score
2025-02-07,2025-02-10,0.0258382099650633,0.0479819369389085,0.88,-0.12,-0.003100585195807596,0.0,0.0,-0.0046608022064267,0.4416350686356777,0.4599670080569265,0.259041671635584,0.4940917301749826,-0.2350500585393986,0.0742066180842679,0.0177536612897759,-0.0456491712465906,-0.1005826043060849,0.0218647299897293,0.0225492016925382,0.75
2026-03-09,2026-03-10,0.0252513350614906,-0.1246283729358306,0.88,-0.12,-0.003030160207378872,0.0,0.0,0.0077562712963502,0.4940388843933931,0.5374755312465583,0.3074444827165504,0.5485882660146033,-0.2411437832980529,0.0362163683471341,0.0734232391460079,0.0668714885194123,-0.0271321544591184,0.0158465437395355,0.0130423234507607,1.0
2025-12-18,2025-12-19,0.0252181432277336,0.0461567486832796,0.88,-0.12,-0.003026177187328032,0.0,0.0,-0.0136744552631723,0.7119408245077589,0.7507327795714134,0.453528855692985,0.3963913783748088,0.0571374773181762,-0.0432978960224776,-0.0060978241113225,0.0174694786504796,-0.0760566408292756,0.0178882313533025,0.0135854930742303,0.25
2026-03-24,2026-03-25,0.024393967105083,0.0476099269433878,0.88,-0.12,-0.00292727605260996,0.0,0.0,-0.0326917679370043,0.6803778653734535,0.6297857912866262,0.5451353228652631,0.3593128665957572,0.1858224562695059,-0.0929998053796207,-0.030062657084745,0.0349928025705275,-0.1005691444440414,0.0271466772672048,0.0178946045742818,0.25
2026-04-15,2026-04-16,0.02315433978804,0.0569151148023692,0.88,-0.12,-0.0027785207745648,0.0,0.0,0.0280142345213383,0.588435252552663,0.6994504384612213,0.5878171205758443,0.3812628214820868,0.2065542990937575,-0.0368479091825482,-0.0222605209692319,-0.0240596702862174,-0.0779808195472749,0.029277700994586,0.0199943752173427,0.25
2025-01-27,2025-02-05,0.0223394604402011,0.0671209797611076,0.88,-0.12,-0.002680735252824132,0.0,0.0,-0.0185415167429285,0.3919967297390236,0.3753175394453558,0.5870872993663241,0.521188261023816,0.0658990383425081,-0.0207004137967504,-0.0263945915133382,-0.049725439415883,-0.1423582970170473,0.0220774601230488,0.022639308056269,0.25
2025-09-23,2025-09-24,0.0215458955230209,0.0443439267178265,0.88,-0.12,-0.002585507462762508,0.0,0.0,-0.0139409964613457,0.6827222445506602,0.6806452415473508,0.5523380240776332,0.2892664099267564,0.2630716141508768,-0.0533725008994191,0.0138420439761648,0.0343697509563942,-0.0533725008994191,0.0144950137092815,0.011854656104284,0.5
2025-04-28,2025-04-29,0.0213044090990821,0.1024934517127598,0.88,-0.12,-0.0025565290918898517,0.0,0.0,0.0289546738884965,0.748243875856644,0.7309531153334853,0.6045582346564363,0.2152457581962607,0.3893124764601756,-0.011414570872667,0.0028752348850351,-0.0085573936618772,-0.0711932187477432,0.0341643273996729,0.0229234678870049,0.5
2026-03-26,2026-03-27,0.0205323704425279,0.0273655433258011,0.88,-0.12,-0.002463884453103348,0.0,0.0,-0.031716900261868,0.6614553034636171,0.6175711929538465,0.4957181479367383,0.3340043625729226,0.1617137853638157,-0.0866855213654698,-0.0245265613927566,0.0237545069984395,-0.0931588682393048,0.0279862398499596,0.0180134985243948,0.25
2026-04-24,2026-04-27,0.0200432616115844,,0.88,-0.12,-0.002405191393390128,0.0,0.0,0.03325336940846,0.7866286778476987,0.8190082971827113,0.6563441256500716,0.2726877792143421,0.3836563464357295,0.0373724850524341,-0.0057688203071054,-0.0183108281769036,-0.0592679615976456,0.0186226766152361,0.0201978777302764,0.5
