date,trade_date,fwd_ret_1d,target_ret,final_position,position_gap,position_gap_return,turnover,turnover_cost,pred_ret,pred_up_prob,pred_trade_prob,pred_big_up_prob,pred_big_down_prob,pred_tail_score,ret_20,ma_ratio_60,ma_spread_20_60,drawdown_60,volatility_20,volatility_60,trend_regime_score
2026-04-08,2026-04-09,-0.0209511817258296,-0.0022901823210571,0.88,-0.12,0.002514141807099552,0.0,0.0,0.0308642855358502,0.6772292664642988,0.7328890847662262,0.6315781367193174,0.28974399226323,0.3418341444560873,-0.0553233210614826,0.0035004771935815,-0.0069260490999328,-0.0577473071203933,0.0293286202612218,0.0200015133510384,0.5
2026-04-01,2026-04-02,-0.0209152631308623,0.0110094213772395,0.88,-0.12,0.002509831575703476,0.0,0.0,0.0185652137996409,0.742668144041319,0.731833005832943,0.6106778591271678,0.2500655262262869,0.3606123329008808,-0.0035645125594777,-0.0021295285553316,0.0108629712405252,-0.0669049111699454,0.0274636701329039,0.0182604737367308,0.25
2025-09-17,2025-09-18,-0.0201408680667256,-0.0190238169523419,0.88,-0.12,0.002416904168007072,0.0,0.0,0.0166589610696636,0.7272734736828713,0.7748586768366783,0.5319722830573113,0.1563523078337531,0.3756199752235581,0.006916320497962,0.0745192263848815,0.0513525312066744,-0.0064742123657294,0.0137486364050477,0.0112808219695201,1.0
2025-04-15,2025-04-16,-0.0199346800532236,0.0168767388411759,0.88,-0.12,0.0023921616063868317,0.0,0.0,0.00838641322261,0.7426269186655029,0.7226137999221218,0.6064784435383591,0.1588762502331332,0.4476021933052259,-0.0591119437128827,0.0249610943762652,0.0274910757590933,-0.0671490214486892,0.0355323200713369,0.0237673642591591,0.5
2025-12-15,2025-12-16,-0.0185086241576989,0.0355935079955747,0.88,-0.12,0.002221034898923868,0.0,0.0,-0.0809013006679111,0.7069003200006471,0.7118433494332224,0.4748107562766284,0.3999533765419388,0.0748573797346896,-0.0756179474962521,-0.0046503986612758,0.0287566260953247,-0.0756179474962521,0.0173965662051128,0.0133075649152631,0.25
2025-12-03,2025-12-04,-0.0174965073368557,-0.0570850520052261,0.88,-0.12,0.002099580880422684,0.0,0.0,0.0106376739070058,0.6707264651981548,0.6766660304510751,0.2878146272504478,0.2879540228630835,-0.0001393956126357,0.0041327697738187,0.0480986965482994,0.0530994842876697,-0.037172723152549,0.0156581409553676,0.0130660839635209,0.75
2025-02-17,2025-02-18,-0.0242941465449778,0.0069196720623487,0.92,-0.07999999999999996,0.001943531723598223,0.0,0.0,-0.0276015016187032,0.2698330399519454,0.3002725104877994,0.2060983642037128,0.6291669847691032,-0.4230686205653903,0.1761783502370781,0.0568217661465801,-0.011175439852139,-0.0620047516058668,0.0159088260372612,0.0221943707222579,0.75
2026-03-25,2026-03-26,-0.0157704138152086,0.0012371157209292,0.88,-0.12,0.001892449657825032,0.0,0.0,-0.0328566528079795,0.696866507882733,0.6513560061466528,0.5366851495509469,0.3283308810903707,0.2083542684605762,-0.074874203898281,-0.0077704874913171,0.029552081697002,-0.0786284577403125,0.0278524878633013,0.0178764919470786,0.25
2026-03-30,2026-03-31,-0.0144972832287605,-0.0071788035143084,0.88,-0.12,0.0017396739874512598,0.0,0.0,0.0417669417191947,0.7465085163884265,0.7071786503633186,0.5943805670915301,0.2035156986037937,0.3908648684877364,-0.032956466384217,0.0043114080507027,0.0148054130240582,-0.0633843499525927,0.0278318959324205,0.0181713182754734,0.5
2026-03-11,2026-03-12,-0.0133428979470552,-0.0688482014642761,0.88,-0.12,0.0016011477536466239,0.0,0.0,0.0048730297984455,0.3949042513446382,0.4444631513417517,0.3368715515152438,0.6199863504184624,-0.2831147989032186,0.049954575504308,0.0860696994965051,0.0677656859362072,-0.0105033962146842,0.0161531033101376,0.0130548388850833,1.0
