factor,horizon,corr_with_forward_return,corr_with_big_up,corr_with_big_down,corr_with_clean_direction,mean_when_big_up,mean_when_big_down,mean_when_clean_up,mean_when_clean_down,difference_big_up_down,missing_rate,max_abs_tail_corr
m5_close_30m_sell_pressure_z_20,5,-0.022663389269028104,0.026789941350793604,-0.1250531781358555,0.07833330711672819,0.0358474162689112,-0.17742739973818922,0.04741535257300985,-0.09997669787881794,0.2132748160071004,0.8401041666666667,0.1250531781358555
bear_high_vol_regime,1,0.027618397049395255,0.1250378855553508,-0.015517427942690062,0.0655313409303104,0.18244406196213425,0.11798839458413926,0.1634349030470914,0.11773472429210134,0.06445566737799499,0.0,0.1250378855553508
up_volume_ratio_60,10,-0.08610694294946684,-0.07881368110122235,0.107418489662028,-0.1249704241945234,0.5733796268631796,0.5917370649139239,0.5739279489059321,0.5899715940414707,-0.0183574380507443,0.015143603133159269,0.1249704241945234
ret_median_60,10,-0.10577560195618026,-0.0727894125079391,0.11502674131657857,-0.12457552920786254,0.0021109033216880012,0.0027700140903629037,0.002134551448877615,0.00270951166372768,-0.0006591107686749025,0.015665796344647518,0.12457552920786254
m5_last_hour_volume_share_std_5,1,0.08040333014933446,0.12450473387394176,-0.018975293376581916,0.10816799512117027,0.02171324287700108,0.019724780672319232,0.021350774561809463,0.018955001235676096,0.0019884622046818477,0.8373180873180873,0.12450473387394176
breakout_low_20,10,0.16416610526438433,0.10727964906605458,-0.09261540632121815,0.12446879236518317,0.09556231149427694,0.07365562763940753,0.09390489172948643,0.07527986347279776,0.021906683854869408,0.004699738903394256,0.12446879236518317
ma_slope_20,20,-0.143985597881282,-0.12363232042473903,0.055263605386990974,-0.11129414259324982,0.0018694572893479995,0.007219963318893505,0.0027266067072814013,0.007645982956661456,-0.0053505060295455055,0.007349081364829396,0.12363232042473903
m5_return_reversal_1,1,-0.1256607804029766,-0.04142112824308478,0.12350812302118978,-0.09764842386625852,-0.002071854976440998,0.0035009434339625697,-0.00264035348129763,0.002522839586391407,-0.005572798410403567,0.8367983367983368,0.12350812302118978
amihud_illiq_60,3,0.11918974749744249,0.12313592687527482,-0.029171724609384643,0.09322992461018595,0.010206106244028665,0.009557224331687514,0.010057315918689415,0.009485208195143632,0.000648881912341151,0.015608740894901144,0.12313592687527482
close_position_20,10,-0.014960423967943967,-0.12309079349181316,-0.0030369428229253303,-0.056687441375607876,0.6043923957578884,0.6510468127682973,0.6275369069308305,0.6624325982218314,-0.046654417010408955,0.004699738903394256,0.12309079349181316
volatility_ratio_20_60,1,0.07624915320338152,0.1229337871696318,-0.04417138328428764,0.09639382995978799,1.0081999760879403,0.9492407434372513,0.9960322612638127,0.9463850039848515,0.05895923265068903,0.015592515592515593,0.1229337871696318
ma_slope_20,10,-0.10555498255164905,-0.12271060619290645,0.03935338130782724,-0.09480724802900221,0.001766059317861958,0.006422156585924347,0.0029423312124653065,0.006964443050033363,-0.00465609726806239,0.007310704960835509,0.12271060619290645
m5_longest_down_streak,3,-0.10597586024166519,-0.122677066978842,0.012655739254475301,-0.03692291960290919,4.9743589743589745,5.333333333333333,5.219178082191781,5.373015873015873,-0.3589743589743586,0.8371488033298647,0.122677066978842
m5_last_hour_return_std_5,1,0.0048210270074613,0.12257087132639675,0.05222532915008178,0.07684226531717156,0.007486930640956905,0.007046893195412217,0.0073272049421642255,0.006463438553506558,0.00044003744554468784,0.8373180873180873,0.12257087132639675
trend_slope_60,20,-0.08126764538924136,-0.09699089560863537,0.07663787574724411,-0.12249068104358553,0.0005426505991782082,0.0011857827665479302,0.0005539265756027087,0.0011802093263140864,-0.000643132167369722,0.015223097112860892,0.12249068104358553
m5_sign_flip_count,20,-0.09567818188408518,-0.02429831052294544,0.12198183237758696,-0.08269552596629248,19.982758620689655,20.747252747252748,19.88235294117647,20.487179487179485,-0.7644941265630933,0.8446194225721785,0.12198183237758696
close_to_high,10,-0.10840260529196573,-0.12164389913056221,0.015906587852330765,-0.07146172960109093,-0.009817839222836288,-0.007702081383771958,-0.009036189803425286,-0.007310742364930376,-0.0021157578390643295,0.0,0.12164389913056221
m5_low_to_close_recovery,3,0.12689656104034266,0.12152505418626577,0.031270473228786407,0.03428618991733935,0.01788920678313081,0.015991448348445444,0.016123439216171306,0.014928473758541987,0.001897758434685367,0.8371488033298647,0.12152505418626577
rsi_14,20,-0.07341860906035177,-0.1209081041911975,-0.012144323691954832,-0.06999373060847276,53.015217621349294,54.57735713879778,53.64719664960985,55.44944782791711,-1.562139517448486,0.007349081364829396,0.1209081041911975
m5_daily_intraday_gap,10,-0.10868918458318011,-0.10537253109454546,0.12072072088053265,-0.09604229057538051,-0.0006975425075158993,0.001970749503110903,-0.00027982939959866687,0.0014512268851647407,-0.0026682920106268024,0.8402088772845953,0.12072072088053265
m5_intraday_volatility_std_5,1,-0.009888175019305421,0.12061707126866916,0.053588486194932165,0.05204975337729951,0.000620078665441808,0.0005839575402393904,0.000596618844346365,0.0005460329030678981,3.612112520241762e-05,0.8373180873180873,0.12061707126866916
m5_down_volume_pressure,1,-0.06722547878235295,0.12057148708534215,0.04620280000133693,0.046314904875139805,0.0007098357259439287,0.0006667263600608311,0.0006759498643423513,0.0006293287858270167,4.3109365883097633e-05,0.8362785862785863,0.12057148708534215
m5_intraday_volatility_std_5,3,0.09784737906862419,0.12028045782502958,0.014401097006674312,0.07702209116248708,0.0006213132929851985,0.0005581836981176989,0.0005928224570923777,0.0005211260072919024,6.312959486749954e-05,0.8381893860561914,0.12028045782502958
ma_ratio_60,5,-0.07204243677466383,-0.1201695713475052,0.05405498416555231,-0.10173594623243007,0.015626682564159177,0.035187947251201494,0.019615842351714093,0.03641108191866254,-0.019561264687042317,0.015104166666666667,0.1201695713475052
m5_high_time_ratio,1,0.12214845172206353,0.03597819047659973,-0.12007801516881138,0.08497967870291326,0.4144647696476965,0.3361235119047619,0.4242957746478873,0.36026785714285725,0.0783412577429346,0.8362785862785863,0.12007801516881138
m5_intraday_range,1,0.0018189494580912104,0.11976408792639101,0.04256117420788619,0.05022770141815235,0.03167938457125659,0.02962545337698638,0.030497071464341732,0.028187305363120335,0.0020539311942702095,0.8362785862785863,0.11976408792639101
m5_intraday_return_mean_5,1,0.1457216061158014,0.05003335995048458,-0.11925135973389743,0.11620406972861476,0.0014796666638692655,-0.00128304578180933,0.0020020230662845546,-0.0009748508334142196,0.0027627124456785952,0.8373180873180873,0.11925135973389743
atr_10,10,0.16193253616130296,0.11821374141214801,-0.009922507621583011,0.05107186271367275,39.92371661237786,34.94726618705037,37.89548634590377,34.75464062500001,4.976450425327492,0.0020887728459530026,0.11821374141214801
bollinger_position,10,-0.006447746433048272,-0.11797546198013405,-0.008870645080537013,-0.05607196960978168,0.5373628044929901,0.5815474509079243,0.5596638861373008,0.5964546026754531,-0.04418464641493414,0.004699738903394256,0.11797546198013405
bull_regime_ma120,3,0.0005140162728351401,-0.11788498638255918,0.0060632601793638805,-0.0769240548910967,0.6391752577319587,0.7163561076604554,0.6626180836707153,0.7335375191424196,-0.07718084992849672,0.0,0.11788498638255918
m5_net_amount_pressure_z_20,10,0.08588497241520705,0.07057258490104153,-0.10764353580250134,0.11782095701253241,0.08045263141397385,-0.16936019366137997,0.11202487135108273,-0.11955513595192736,0.24981282507535382,0.8422976501305482,0.11782095701253241
m5_net_volume_pressure_z_20,10,0.08588456462374171,0.07057179736067977,-0.10764318112475806,0.11782017004515347,0.08045165171548811,-0.1693596389025637,0.11202401907293794,-0.11955452239455686,0.2498112906180518,0.8422976501305482,0.11782017004515347
bull_regime_ma120,10,-0.007909925944009332,-0.11719589919191417,-0.005168260421707064,-0.07158357637786189,0.6449511400651465,0.709832134292566,0.6697009102730819,0.7361111111111112,-0.06488099422741944,0.0,0.11719589919191417
m5_large_drop_count,1,-0.06840594016190352,0.11715742700781302,0.03972922349176574,0.04237641115270104,3.2195121951219514,2.892857142857143,2.992957746478873,2.6857142857142855,0.3266550522648086,0.8362785862785863,0.11715742700781302
high_volatility_regime,1,0.029246975665406183,0.11692771534205938,0.0011763269845076882,0.05219014139942055,0.4113597246127367,0.3365570599613153,0.3808864265927978,0.33084947839046197,0.07480266465142138,0.0,0.11692771534205938
volume_ratio_20,10,0.13296777532561918,0.1106520075268772,-0.057300994676426076,0.11624290572163416,0.04351191511937402,-0.006711648951001201,0.037609446125287736,-0.01171073424258441,0.050223564070375225,0.004699738903394256,0.11624290572163416
amihud_illiq_60,1,0.07566980183195263,0.11615829578626252,-0.021639373671906815,0.08869659085508398,0.010176900025609689,0.009596520002961188,0.01006701687148641,0.009525563112274912,0.0005803800226485013,0.015592515592515593,0.11615829578626252
ma_ratio_120,10,-0.09411889007175489,-0.11500121611948816,0.053787523889797705,-0.10538649064641922,0.03484640018536092,0.06076696051899074,0.03957773271925616,0.06336639631382729,-0.02592056033362982,0.03080939947780679,0.11500121611948816
amount_abnormality_10,10,0.10301094729352298,0.08757335897961634,-0.08528448770346804,0.11495680528514302,0.12793893059434766,-0.15614636251293748,0.10947407990709158,-0.14339548084542234,0.28408529310728514,0.0020887728459530026,0.11495680528514302
m5_intraday_r2,1,0.087941297013005,0.03148378576869568,-0.11494583843458772,0.08449477778748668,0.47107207527650496,0.413027362022278,0.4808072437956236,0.4303277941242336,0.05804471325422694,0.8362785862785863,0.11494583843458772
downside_volatility_5,20,0.19483638415141985,0.11460691325937523,-0.02824102540433592,0.07764925401729783,0.00920721138233919,0.007637878939985162,0.008847248722407604,0.0075119897875186616,0.001569332442354028,0.0010498687664041995,0.11460691325937523
macd,10,-0.08590904876872037,-0.11434501473723907,0.03196268693644491,-0.08037822245844785,5.790408692189216,15.341593617075771,8.848088418963192,16.860588217713357,-9.551184924886556,0.013054830287206266,0.11434501473723907
breakout_high_120,20,-0.18170711049129834,-0.11422395064870405,0.038826545949185956,-0.09381208804767291,-0.08772389410531127,-0.07089126153073873,-0.08468127354328289,-0.069322309359964,-0.016832632574572542,0.030971128608923884,0.11422395064870405
m5_close_vwap_position_mean_5,10,-0.2233026943782216,-0.10846445129702209,0.11421836339009177,-0.10844893972784421,-0.7144498734036735,-0.6999429435704331,-0.7116631345766251,-0.7012895750954384,-0.014506929833240423,0.8412532637075718,0.11421836339009177
ma_ratio_120,5,-0.07677169031461606,-0.11367791147262564,0.06172911364160388,-0.09697202792823817,0.03433285632077788,0.061394692368513595,0.039959319790114384,0.061744751658657136,-0.027061836047735717,0.030729166666666665,0.11367791147262564
m5_intraday_slope_z_20,10,0.11405537430446823,0.04675332669593563,-0.11359804343491783,0.07184546710478584,0.023458551805358552,-0.2120558366535811,0.044169563971909034,-0.10250276290659804,0.23551438845893966,0.8422976501305482,0.11359804343491783
m5_bar_range_max,1,0.026027638715666133,0.11335695629333606,0.04251813275675934,0.03551460848949431,0.011851764438911862,0.011156897443496629,0.01142062923607136,0.010813256763293309,0.0006948669954152335,0.8362785862785863,0.11335695629333606
m5_intraday_trend_consistency_mean_5,1,0.11340567961192549,0.048690015821302085,-0.08417723804966044,0.1130452697611738,0.5171423629129908,0.5064603481624759,0.5201678154030566,0.5062596361393772,0.01068201475051489,0.8373180873180873,0.1130452697611738
m5_positive_bar_ratio_mean_5,1,0.11340567961192549,0.048690015821302085,-0.08417723804966044,0.1130452697611738,0.5171423629129908,0.5064603481624759,0.5201678154030566,0.5062596361393772,0.01068201475051489,0.8373180873180873,0.1130452697611738
large_down_count_20,5,0.02601717614961586,0.11259886110633409,0.047417714263592724,0.05159798488853739,4.598984771573604,4.422916666666667,4.470027247956403,4.231007751937985,0.17606810490693725,0.0046875,0.11259886110633409
up_day_ratio_20,20,-0.10302741330461093,-0.11259629957802814,0.03502001736982444,-0.08667492339203096,0.5583596214511041,0.5828985507246377,0.5637865311308768,0.5848605577689243,-0.024538929273533627,0.004724409448818898,0.11259629957802814
m5_intraday_slope_rank_20,10,0.09792556311375542,0.05046900737305522,-0.11259282790762688,0.08341001242644029,0.5317391304347825,0.4653472885809842,0.540403640680649,0.4927431308528869,0.06639184185379832,0.8422976501305482,0.11259282790762688
m5_close_30m_sell_pressure,5,8.141394645532027e-05,0.09229909036816293,-0.09287350108263437,0.11245865304958429,0.00021814544380149403,0.00011745871152205396,0.00022361625536808588,0.0001310879225728373,0.00010068673227944007,0.8380208333333333,0.11245865304958429
m5_close_30m_buy_pressure_rank_20,3,-0.018602828017642944,-0.07714456664602784,0.10239314600487114,-0.11234286602042906,0.4887723387723389,0.5585492858359491,0.4882788700497034,0.5521836493510818,-0.0697769470636102,0.8392299687825182,0.11234286602042906
atr_60,20,0.09103572312674524,0.013568467265676874,0.11218020569852828,-0.06573508550894114,34.187345951629865,38.813265217391304,33.86413426514189,37.185779216467466,-4.625919265761439,0.015223097112860892,0.11218020569852828
close_to_low,10,0.14180353290833606,0.112074980421648,-0.06523493051791616,0.09738040023939928,0.012593819423242855,0.009734953307750486,0.012194150571142506,0.009932099755539882,0.002858866115492369,0.0,0.112074980421648
severe_drawdown_regime,1,0.021327305933463943,0.11172580943899121,0.01659064983454872,0.04692954623842057,0.24096385542168675,0.19148936170212766,0.2146814404432133,0.17734724292101342,0.04947449371955909,0.0,0.11172580943899121
drawdown_regime,1,0.005076059123209341,0.11140028595046386,0.017304428116475923,0.05456402736212734,0.32013769363166955,0.26499032882011603,0.29916897506925205,0.2503725782414307,0.05514736481155352,0.0,0.11140028595046386
bull_regime_ma120,5,-0.0031682696209938024,-0.11139607387820145,0.02629534682631928,-0.07795897737916867,0.6446700507614214,0.73125,0.6730245231607629,0.7441860465116279,-0.08657994923857859,0.0,0.11139607387820145
drawdown_speed_120,5,-0.06439040587594518,-0.11133337890656461,0.024481659072605962,-0.08129930691458091,-0.004863752175514384,0.002037619471242237,-0.0032099628344098704,0.002982556914375065,-0.006901371646756621,0.03333333333333333,0.11133337890656461
breakout_low_120,5,-0.034452393649644995,-0.073567972627072,0.11124411624770496,-0.11083176901658091,0.26755570809106427,0.30941178904886085,0.2678411130591798,0.302763343199551,-0.04185608095779658,0.030729166666666665,0.11124411624770496
m5_available,20,0.06036093316589381,0.0035233813287850945,0.11084474568951279,-0.07398187074202621,0.1829652996845426,0.263768115942029,0.17280813214739518,0.23306772908366533,-0.08080281625748639,0.0,0.11084474568951279
ma_ratio_120,20,-0.11378516810594762,-0.10756768299941044,0.0513127195205989,-0.11067375173235809,0.03567167056282768,0.0598212469382815,0.03842838071882861,0.0631270860846625,-0.02414957637545382,0.030971128608923884,0.11067375173235809
large_up_count_20,1,0.062064944679341164,0.1106242427675278,-0.03257072212871157,0.08798016281972237,4.784853700516351,4.299806576402321,4.6828254847645425,4.257824143070045,0.48504712411402995,0.004677754677754678,0.1106242427675278
close_position_20,5,0.008905345758845488,-0.11037149806122346,-0.017802674573551048,-0.054201987676327876,0.6060193526649025,0.6424018962113389,0.6259746720347558,0.6591491961332984,-0.03638254354643644,0.0046875,0.11037149806122346
crash_risk_score,1,0.04450739214861514,0.11036483936390591,-0.0036882390160944715,0.05867142022844714,0.31088552179828627,0.29464385710186164,0.30573710893940304,0.29342933573863617,0.01624166469642463,0.0,0.11036483936390591
m5_intraday_min_return,10,-0.11774737227142207,-0.1103127207968996,-0.006116653547374127,-0.05605495471900127,-0.016688744412564363,-0.014252209805910741,-0.01568626851647632,-0.01348545815988554,-0.002436534606653622,0.8402088772845953,0.1103127207968996
m5_up_volume_share,3,0.15593364492752845,0.11026173885931503,-0.029570631489086525,0.04186617339102402,0.46922805903625414,0.44905325606950947,0.4568029729397338,0.4474607287644579,0.020174802966744676,0.8371488033298647,0.11026173885931503
m5_up_amount_share,3,0.15593359787414335,0.11026115800773587,-0.029570545527826567,0.04186563937824152,0.46922864567836214,0.4490539618055898,0.4568035676117699,0.4474614528629727,0.020174683872772325,0.8371488033298647,0.11026115800773587
breakout_low_prior_120,5,-0.035176263114560534,-0.07521612121909949,0.11018880888896779,-0.11023578298848535,0.2681480748124654,0.31038798845886356,0.2688263016116672,0.3038568497265504,-0.042239913646398175,0.03125,0.11023578298848535
atr_5,20,0.22882461698585183,0.11020334096348192,0.023810765650052402,0.039097959069928766,39.690940063091475,36.83212173913044,38.43198983481576,35.734820717131484,2.8588183239610316,0.0010498687664041995,0.11020334096348192
m5_morning_return_mean_5,1,0.10591074410547846,0.04271372114427062,-0.10962814645428892,0.11018618923948689,0.0012356083951694451,-0.0008431998569618225,0.0016904234641902636,-0.00067002452219788,0.002078808252131268,0.8373180873180873,0.11018618923948689
large_down_count_20,3,0.007763697443473403,0.11017149414662106,0.051534412439676325,0.029739967589438955,4.597938144329897,4.438923395445134,4.425101214574899,4.286370597243492,0.1590147488847622,0.004682622268470343,0.11017149414662106
m5_close_vwap_position,10,-0.22424221016798815,-0.11002597108128169,0.09873138648530802,-0.1006327047812964,-0.7139631522458478,-0.6999579496346643,-0.7107751038162468,-0.7007991218403741,-0.014005202611183543,0.8402088772845953,0.11002597108128169
m5_vwap_discount,10,-0.22424221016798815,-0.11002597108128169,0.09873138648530802,-0.1006327047812964,-0.7139631522458478,-0.6999579496346643,-0.7107751038162468,-0.7007991218403741,-0.014005202611183543,0.8402088772845953,0.11002597108128169
m5_net_volume_pressure_z_20,3,0.15037963138960211,0.11002273312666384,-0.033563342889688916,0.053988741606947256,0.1237709929197374,-0.06207749923066026,0.02885853404052175,-0.07860200741297912,0.18584849215039767,0.8392299687825182,0.11002273312666384
m5_net_amount_pressure_z_20,3,0.15037948483170493,0.11002233770548038,-0.03356294314953013,0.05398816662642476,0.12377054340030241,-0.06207690156749951,0.028857904759834494,-0.07860149689452504,0.18584744496780192,0.8392299687825182,0.11002233770548038
upper_shadow,10,0.12433224378817487,0.10975036277088435,-0.0523837069959457,0.0849454332344018,0.003234323344699952,0.0023668370418066503,0.0030291391654287247,0.0023748141270572704,0.0008674863028933018,0.0,0.10975036277088435
ret_mean_20,10,-0.09480092397889661,-0.10965487759506286,0.023589125113253923,-0.0719878170011805,0.0005411425826662906,0.0013244486811246922,0.0007812268633110361,0.0014274884949910466,-0.0007833060984584016,0.005221932114882507,0.10965487759506286
m5_up_amount_share,10,0.06370315193611281,0.07301430665157417,-0.10188928963553447,0.10960084217115182,0.46431193367477436,0.43698490317027444,0.46745358421870814,0.44343018254326877,0.027327030504499916,0.8402088772845953,0.10960084217115182
m5_up_volume_share,10,0.06370256754872326,0.07301367394800055,-0.10188870114878329,0.10960006183330716,0.46431117410055894,0.436984297916028,0.4674528357885595,0.4434295700288329,0.027326876184530946,0.8402088772845953,0.10960006183330716
atr_ratio_60,3,0.08842364393707937,0.10942957434243336,0.030414563931292722,0.047981167616095756,0.020231921027297654,0.01955141736346862,0.01981518223452674,0.019153732214530594,0.0006805036638290324,0.015088449531737774,0.10942957434243336
high_volatility_regime,5,0.043131888848973524,0.1092782190836823,0.0006475609058248115,0.07397767152033155,0.40439932318104904,0.33541666666666664,0.385558583106267,0.3147286821705426,0.0689826565143824,0.0,0.1092782190836823
m5_last_hour_volume_share,20,-0.11470998379209084,-0.10917028425492821,0.07654222716713034,-0.0667727740177409,0.22268337257590123,0.228874655203571,0.22408191885690695,0.22753039906017872,-0.00619128262766977,0.8446194225721785,0.10917028425492821
rsi_6,5,0.0067701553252812905,-0.10908252328128344,-0.028799772274276648,-0.056822197596692756,53.0882824642733,54.98138122163462,54.13230664085769,56.2628268012662,-1.8930987573613223,0.003125,0.10908252328128344
stoch_d,5,-0.005375834576784102,-0.10907036053863375,-0.01532530224063728,-0.059012261424290086,59.89055292985524,63.41009836598039,61.63385792125924,65.0524442165427,-3.5195454361251493,0.004166666666666667,0.10907036053863375
m5_low_to_close_recovery_rank_20,20,0.11267760478548286,0.10901420344689008,-0.07404801187101008,0.055043037832818824,0.5618614921770281,0.4898876404494383,0.5493925447352078,0.5168141592920354,0.0719738517275898,0.8467191601049868,0.10901420344689008
m5_negative_bar_ratio_mean_5,1,-0.11082386354622932,-0.045153392320385614,0.08474328062845153,-0.10894777155641736,0.48195813873032345,0.4924564796905222,0.47890320647287987,0.4923527597903177,-0.010498340960198749,0.8373180873180873,0.10894777155641736
breakout_low_prior_60,20,-0.04491737450013134,-0.06949497639339676,0.10092632664659484,-0.10887213887383645,0.16801032426689472,0.20382423158409385,0.1687397459811464,0.19921985437685255,-0.035813907317199134,0.015748031496062992,0.10887213887383645
ma_ratio_60,20,-0.10780092243089466,-0.10884160661723839,0.045082576762233595,-0.10180152633221669,0.017247816483150543,0.03469609154001985,0.019284232488918307,0.03678845007824769,-0.017448275056869304,0.015223097112860892,0.10884160661723839
breakout_high_prior_120,20,-0.17499741236221694,-0.10872799569141132,0.036315459000378615,-0.08744143484544119,-0.08650371259306132,-0.07030347389336815,-0.08343839786926797,-0.06886967555267841,-0.01620023869969317,0.031496062992125984,0.10872799569141132
stoch_d,3,0.014854773240072243,-0.10870408902116982,-0.03501877826977573,-0.05706682645093896,59.71081535714469,62.39981062421717,61.1811819051244,64.52281980938858,-2.688995267072478,0.004162330905306972,0.10870408902116982
m5_longest_down_streak,1,-0.11530411108174189,-0.09151304382037656,0.09036172169214801,-0.10866185186336653,5.056910569105691,5.535714285714286,5.035211267605634,5.478571428571429,-0.4788037166085948,0.8362785862785863,0.10866185186336653
drawdown_120,20,-0.1747694083971641,-0.10858035252948334,0.037699721239770285,-0.08984977040646504,-0.08352421473149535,-0.06738763887590345,-0.08059773307747174,-0.06586494390453035,-0.016136575855591903,0.030971128608923884,0.10858035252948334
stoch_d,10,-0.009922049330400605,-0.10845392034034382,-0.005400677048017842,-0.04872612960777686,60.26848704382721,64.03796670675612,62.19786267796253,65.04735626567648,-3.769479662928916,0.004177545691906005,0.10845392034034382
m5_last_hour_return_mean_5,5,-0.09207477728680899,-0.05887147279595794,0.10841407191528019,-0.09409296511996043,4.3195958999809864e-05,0.0006868678639243595,0.00010830067116283024,0.0006369255634239864,-0.0006436719049245496,0.8390625,0.10841407191528019
ma_slope_20,3,-0.06061564644437893,-0.10840568358168631,0.009266133271595655,-0.0574249462450933,0.0018333467582789837,0.005184409398819325,0.003251311644945327,0.005710197691996563,-0.0033510626405403414,0.007284079084287201,0.10840568358168631
breakout_low_60,20,-0.03598828584964903,-0.0662491174719135,0.09997630592904516,-0.10831606792450775,0.16759728399263235,0.20218916480816282,0.16802737479932223,0.19792236956423384,-0.03459188081553047,0.015223097112860892,0.10831606792450775
ret_mean_20,20,-0.1328915300383871,-0.10803825730463154,0.028653503762204036,-0.08324377297318053,0.0005565250138941474,0.0013717137396169977,0.0007419696959532807,0.0015150033773393221,-0.0008151887257228503,0.005249343832020997,0.10803825730463154
ma_ratio_60,3,-0.04335610056264379,-0.10792962166217486,0.013576175689630007,-0.06641294554885724,0.016519805642580796,0.02991134738220754,0.02136690349794583,0.03236031712139302,-0.013391541739626745,0.015088449531737774,0.10792962166217486
ret_mean_60,20,-0.10987830343888294,-0.0884169307011108,0.07846486609068022,-0.1078148619758077,0.0007582884997056816,0.0013061233787972017,0.0007944464544239613,0.001274182417991102,-0.00054783487909152,0.015748031496062992,0.1078148619758077
amount_ratio_10,10,0.10076158445909754,0.0884780237804527,-0.0678348914722867,0.10762513461367174,0.026279979372357074,-0.012307157285445423,0.023622792904651895,-0.013125756505749958,0.0385871366578025,0.0020887728459530026,0.10762513461367174
volume_abnormality_20,10,0.09947454008232115,0.08146783904725749,-0.06916361796363571,0.1074229719295614,0.15789057006142415,-0.101976250536891,0.14253881940409555,-0.10755126950329215,0.2598668205983151,0.004699738903394256,0.1074229719295614
m5_close_vwap_position_mean_5,3,-0.1510001909583296,-0.10738227976899561,0.02104090020399235,-0.0504151960588942,-0.7123396333635447,-0.7041367128846506,-0.7086456009094219,-0.7036376008732822,-0.008202920478894038,0.8381893860561914,0.10738227976899561
macd_signal,10,-0.08503171689830721,-0.10736996570226469,0.04849418434256892,-0.09032318161616744,6.189713770001866,15.920151545430627,8.718230381334168,16.96517730965548,-9.730437775428761,0.01723237597911227,0.10736996570226469
ma_slope_120,20,-0.0983040963430266,-0.07397863411667054,0.06319066987154956,-0.10704775713068806,0.0028685525555531034,0.004307582614820833,0.002869737607798159,0.004368655982693751,-0.0014390300592677296,0.03359580052493438,0.10704775713068806
bollinger_position,5,0.013530998634761017,-0.10662183214337852,-0.021632783731073933,-0.053062713055414774,0.5390697137079276,0.5741071945121725,0.5592048068155626,0.593510006814269,-0.03503748080424496,0.0046875,0.10662183214337852
volume_price_confirmation_5,5,-0.04868298348748712,-0.08720523054701992,0.02776256344853935,-0.1065818271054003,0.003470794832960142,0.014641948425483093,0.0034569135652782862,0.01858159528900207,-0.01117115359252295,0.0010416666666666667,0.1065818271054003
m5_intraday_r2,10,-0.00518540094760433,0.043251679249797725,0.003310921592774793,0.10647368792863293,0.4841883554112894,0.4693276275547065,0.489955936310134,0.4268131093346037,0.014860727856582934,0.8402088772845953,0.10647368792863293
bull_low_vol_regime,1,0.005308363541794761,-0.10619781818056295,-0.043179802743422396,-0.02069526699477581,0.3717728055077453,0.4119922630560928,0.40581717451523547,0.4262295081967213,-0.04021945754834755,0.0,0.10619781818056295
atr_ratio_60,1,0.0497277340738771,0.10607536041364868,0.019979033489691878,0.03859430304400706,0.020221212605214638,0.019448811995289094,0.019882297758445314,0.01934740740894496,0.0007724006099255436,0.015072765072765074,0.10607536041364868
atr_5,5,0.12557131993340714,0.10606549654875917,-0.022483885469805218,0.07370804062669835,40.31273434856176,34.691925000000005,38.96058310626704,34.08541705426357,5.620809348561757,0.0010416666666666667,0.10606549654875917
m5_volume_profile_mean_5,1,-0.053574581746683225,-0.040093679106978565,0.10393135375254542,-0.10561482943963689,0.4599045376668027,0.4641858484383714,0.45907729571149264,0.4639072245252347,-0.0042813107715686805,0.8373180873180873,0.10561482943963689
atr_10,20,0.2148059398389111,0.10547895678371765,0.0219143158497314,0.03322918633636699,39.090498422712926,36.484379710144935,37.98751715374841,35.84483466135459,2.6061187125679908,0.002099737532808399,0.10547895678371765
ret_mean_60,10,-0.09696382308417942,-0.09876187838297579,0.08007578147945,-0.10523538940606723,0.0007447604055114419,0.001320883874281738,0.0008267087505461537,0.0013066628888095805,-0.0005761234687702961,0.015665796344647518,0.10523538940606723
close_to_high,5,-0.03318690311709779,-0.10518617950160443,0.003675622273035564,-0.06399290893734967,-0.009653629814294691,-0.007962618569595924,-0.009175712539084183,-0.007631493470629516,-0.0016910112446987674,0.0,0.10518617950160443
trend_regime_score,1,0.0035226127844830393,-0.10516678610173358,-0.018110542680104116,-0.03214967694555675,0.608433734939759,0.6513539651837524,0.6319252077562327,0.6557377049180327,-0.042920230243993385,0.0,0.10516678610173358
ma_spread_20_60,10,-0.08254661850239549,-0.10510116284653387,0.06875631900832116,-0.1050544324006544,0.01060311598534798,0.024026198141979087,0.01304279204242437,0.0246434183062575,-0.013423082156631107,0.015143603133159269,0.10510116284653387
m5_close_30m_range,1,-0.032018635901975505,0.10504979112091989,0.01506139896734758,0.0690920795167422,0.005195941439774733,0.004790447238549905,0.005033759537507769,0.004515002830660286,0.00040549420122482777,0.8362785862785863,0.10504979112091989
breakout_low_prior_20,10,0.1397256375199688,0.08599404741507727,-0.08515556808274952,0.10500093938208739,0.09539861263518475,0.07531360265947769,0.0941650621118939,0.07740691562396514,0.020085009975707058,0.005221932114882507,0.10500093938208739
close_position_60,1,0.016069297195327695,-0.10499275747482173,-0.016951086212260106,-0.03846847163203043,0.6577867111188238,0.6895849984729027,0.6749200366371595,0.6957906825872037,-0.03179828735407886,0.015072765072765074,0.10499275747482173
atr_ratio_60,5,0.11415582852759859,0.10495519623504843,0.007326591949809862,0.050904681138644055,0.020160578315033963,0.01929353834215477,0.0197271369870904,0.01903100677200825,0.0008670399728791939,0.015104166666666667,0.10495519623504843
