880823 微盘股 日线 不复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2023/09/14	2946.38	2946.38	2901.61	2919.07	16507315	14970255360.00
2023/09/15	2925.67	2941.38	2907.78	2922.96	14072161	13498152960.00
2023/09/18	2924.40	2993.73	2902.19	2986.10	17813095	17293727744.00
2023/09/19	2987.69	2987.73	2944.39	2951.85	16629290	15582923776.00
2023/09/20	2946.59	2971.41	2938.27	2938.27	14617281	13292179456.00
2023/09/21	2938.38	2958.01	2920.89	2924.84	15739473	13853860864.00
2023/09/22	2922.43	2982.23	2910.81	2982.08	16958966	15739390976.00
2023/09/25	2986.95	3001.88	2959.46	2972.61	16323573	16263256064.00
2023/09/26	2970.06	2980.18	2950.38	2963.85	15669088	15864440832.00
2023/09/27	2963.87	2994.99	2945.18	2973.57	17404722	16977196032.00
2023/09/28	2981.85	3025.54	2980.99	3020.90	17086421	16966036480.00
2023/10/09	3025.07	3028.91	2977.56	2985.50	18641636	17634473984.00
2023/10/10	2992.23	3009.38	2974.82	2980.00	18537724	17031503872.00
2023/10/11	2984.32	2985.94	2955.70	2973.88	17942070	16500562944.00
2023/10/12	2979.29	2983.95	2955.44	2983.95	15957111	14940495872.00
2023/10/13	2974.92	2974.92	2938.74	2941.79	17671302	15940430848.00
2023/10/16	2944.73	2963.77	2931.44	2948.94	16737474	14159744000.00
2023/10/17	2955.56	2968.20	2937.05	2957.35	16406546	14021232640.00
2023/10/18	2953.34	2953.34	2902.37	2903.59	16033974	13701092352.00
2023/10/19	2895.17	2952.28	2873.01	2892.87	14110536	12595909632.00
2023/10/20	2887.37	2924.15	2875.58	2879.15	14364278	12624370688.00
2023/10/23	2872.19	2876.67	2793.84	2805.51	14155796	12443998208.00
2023/10/24	2812.77	2931.75	2812.77	2931.44	16801377	15364942848.00
2023/10/25	2952.66	2998.58	2951.87	2995.95	18508713	16710906880.00
2023/10/26	2989.47	3000.65	2955.56	2988.03	16069374	14835060736.00
2023/10/27	2981.72	3031.86	2979.66	3025.89	17922357	16791965696.00
2023/10/30	3020.14	3064.34	3018.82	3060.44	20405824	18818545664.00
2023/10/31	3060.72	3084.06	3048.15	3066.15	19450082	18054064128.00
2023/11/01	3072.47	3103.83	3061.07	3101.97	20517653	19141509120.00
2023/11/02	3098.94	3112.09	3081.92	3082.93	17546274	16136023040.00
2023/11/03	3087.47	3134.51	3087.15	3110.28	16796455	16553170944.00
2023/11/06	3125.18	3152.95	3123.44	3152.95	18216277	18446606336.00
2023/11/07	3154.73	3179.05	3135.20	3175.10	17019133	16981029888.00
2023/11/08	3180.60	3190.37	3162.63	3181.02	17068060	17161631744.00
2023/11/09	3183.36	3202.23	3160.33	3170.58	16098993	16173406208.00
2023/11/10	3166.85	3185.25	3148.60	3180.46	14236566	14356287488.00
2023/11/13	3191.37	3228.38	3191.28	3228.38	17391359	17937768448.00
2023/11/14	3231.18	3233.37	3203.31	3222.35	15260055	15322781696.00
2023/11/15	3236.31	3240.59	3211.51	3238.41	15758910	16529161216.00
2023/11/16	3235.69	3247.65	3223.26	3229.32	15439981	15330755584.00
2023/11/17	3228.79	3258.64	3224.91	3256.07	15279853	14720356352.00
2023/11/20	3266.03	3298.73	3254.11	3298.73	17840844	17981423616.00
2023/11/21	3303.30	3314.97	3284.79	3291.86	18724233	18781724672.00
2023/11/22	3289.52	3313.21	3278.91	3279.35	18853820	19081754624.00
2023/11/23	3274.54	3307.22	3268.11	3305.67	16629755	17465884672.00
2023/11/24	3305.68	3307.19	3260.13	3273.46	17572428	17125250048.00
2023/11/27	3271.65	3296.80	3256.51	3275.00	18716138	18618826752.00
2023/11/28	3275.50	3323.12	3261.14	3318.34	17684415	18073593856.00
2023/11/29	3321.28	3330.28	3299.75	3305.62	16171078	17175744512.00
2023/11/30	3306.21	3317.20	3261.08	3292.15	17677056	18136285184.00
2023/12/01	3292.67	3319.36	3280.66	3307.97	19414020	19793514496.00
2023/12/04	3314.12	3343.26	3314.12	3336.47	19989435	20451512320.00
2023/12/05	3333.69	3344.14	3298.59	3298.59	19363133	19709081600.00
2023/12/06	3295.22	3350.50	3294.24	3333.88	21263450	21369907200.00
2023/12/07	3338.35	3346.33	3307.29	3320.49	19715239	19820589056.00
2023/12/08	3324.54	3333.94	3224.63	3227.25	22181052	22472589312.00
2023/12/11	3217.28	3277.28	3200.35	3263.99	21532023	21327110144.00
2023/12/12	3274.11	3302.09	3252.46	3302.09	18906481	18705717248.00
2023/12/13	3305.37	3334.06	3290.33	3302.58	17363122	17492631552.00
2023/12/14	3312.75	3337.80	3311.36	3314.62	17500136	17433765888.00
2023/12/15	3323.04	3335.60	3300.33	3324.12	17047408	16776000512.00
2023/12/18	3325.09	3332.85	3280.67	3287.72	17353821	17291317248.00
2023/12/19	3289.64	3305.30	3254.30	3298.94	17289834	16511944704.00
2023/12/20	3301.86	3337.09	3292.87	3292.87	18329518	18661715968.00
2023/12/21	3291.57	3324.05	3228.96	3321.63	19393971	19027603456.00
2023/12/22	3327.39	3329.79	3247.96	3257.63	18425428	17982480384.00
2023/12/25	3254.31	3258.31	3191.06	3216.70	18413092	17510172672.00
2023/12/26	3219.61	3219.61	3173.37	3179.03	18722573	16308677632.00
2023/12/27	3183.68	3222.02	3161.77	3209.72	15287554	13560339456.00
2023/12/28	3207.89	3281.06	3166.97	3269.39	19029533	17839290368.00
2023/12/29	3269.33	3334.44	3266.51	3333.65	19731456	18434381824.00
2024/01/02	3342.30	3400.41	3342.30	3391.71	22804263	21159149568.00
2024/01/03	3387.35	3397.97	3350.97	3375.92	18565045	17697136640.00
2024/01/04	3378.35	3392.41	3364.63	3389.65	16999282	15990262784.00
2024/01/05	3393.92	3412.22	3322.34	3336.75	19219701	17652410368.00
2024/01/08	3338.41	3345.29	3289.83	3289.83	17505187	16649369600.00
2024/01/09	3297.90	3368.14	3297.90	3337.99	18831771	17481244672.00
2024/01/10	3337.22	3348.76	3278.87	3300.29	19104550	16973996032.00
2024/01/11	3299.90	3350.53	3298.52	3349.24	18683522	17037181952.00
2024/01/12	3355.87	3380.19	3317.64	3319.26	20970205	19518461952.00
2024/01/15	3313.10	3332.23	3292.32	3319.29	19919397	17970929664.00
2024/01/16	3322.87	3330.05	3249.60	3297.09	18480690	17003580416.00
2024/01/17	3299.62	3306.86	3228.40	3228.40	16844895	15386524672.00
2024/01/18	3217.81	3228.57	3085.97	3166.50	21991408	19163674624.00
2024/01/19	3171.78	3183.71	3116.57	3118.13	18098791	14986479616.00
2024/01/22	3116.07	3117.40	2887.28	2904.63	21423814	18029307904.00
2024/01/23	2893.14	2894.68	2795.26	2848.49	22100889	17644621824.00
2024/01/24	2854.48	2925.59	2797.18	2910.86	23222437	18803001344.00
2024/01/25	2924.30	3065.37	2916.18	3065.37	20488544	18403895296.00
2024/01/26	3075.04	3139.99	3073.73	3088.04	19603803	18122795008.00
2024/01/29	3095.56	3098.38	2948.75	2949.97	17600610	16052331520.00
2024/01/30	2943.01	2943.01	2825.91	2828.90	16590144	13578053632.00
2024/01/31	2824.91	2824.91	2632.47	2642.28	21354078	17022973952.00
2024/02/01	2626.40	2626.40	2504.99	2575.34	21687942	16352827392.00
2024/02/02	2578.71	2638.40	2336.40	2419.52	26673049	18148792320.00
2024/02/05	2385.83	2385.83	2079.96	2101.15	26270874	17987831808.00
2024/02/06	1987.68	2092.19	1864.76	2009.00	38700371	21960908800.00
2024/02/07	2009.49	2009.49	1802.17	1826.86	41917993	22494846976.00
2024/02/08	1797.07	2011.10	1732.21	2009.55	53124462	25076873216.00
2024/02/19	2026.42	2148.30	2026.42	2139.50	46485019	24223182848.00
2024/02/20	2145.10	2197.32	2103.57	2193.08	34958529	17936926720.00
2024/02/21	2176.54	2352.57	2165.06	2291.34	39881310	22274646016.00
2024/02/22	2294.37	2392.52	2294.06	2392.52	36689220	20667596800.00
2024/02/23	2405.31	2508.29	2397.51	2508.29	33780889	21180420096.00
2024/02/26	2529.08	2644.16	2503.86	2582.73	37400180	25295773696.00
2024/02/27	2577.82	2672.29	2560.31	2672.29	29547332	20946276352.00
2024/02/28	2688.70	2747.94	2412.13	2413.38	50160578	34560561152.00
2024/02/29	2368.57	2511.64	2355.91	2511.64	34906701	23525353472.00
2024/03/01	2523.89	2556.89	2495.80	2543.57	25819574	18389923840.00
2024/03/04	2546.78	2564.51	2460.18	2528.08	27106239	17515849728.00
2024/03/05	2518.51	2518.51	2445.72	2451.41	23843249	15983047680.00
2024/03/06	2446.87	2528.97	2443.70	2513.34	24298316	15825896448.00
2024/03/07	2527.14	2582.63	2512.50	2527.58	28553901	19052976128.00
2024/03/08	2531.86	2555.71	2504.91	2551.01	22742750	15070467072.00
2024/03/11	2552.38	2606.48	2546.47	2606.48	23320958	15844741120.00
2024/03/12	2615.87	2675.31	2603.77	2675.31	27203789	20011110400.00
2024/03/13	2675.93	2694.10	2641.88	2676.90	24507507	18463113216.00
2024/03/14	2675.79	2695.06	2622.66	2668.63	24019527	18366586880.00
2024/03/15	2662.38	2732.87	2653.39	2732.87	23326573	17195741184.00
2024/03/18	2749.64	2816.54	2749.64	2816.54	27526129	21023088640.00
2024/03/19	2822.21	2851.17	2813.23	2821.82	27709993	21442406400.00
2024/03/20	2824.10	2884.50	2821.30	2884.50	24935196	19377358848.00
2024/03/21	2891.78	2911.25	2846.17	2906.03	26656216	20646709248.00
2024/03/22	2907.39	2912.47	2834.30	2856.99	26336061	20526096384.00
2024/03/25	2848.38	2862.49	2781.26	2782.75	25811729	19539761152.00
2024/03/26	2773.69	2810.47	2733.21	2790.08	23366527	17209405440.00
2024/03/27	2788.09	2799.97	2709.96	2709.96	23736854	18015959040.00
2024/03/28	2704.81	2812.97	2704.81	2793.24	22951331	17666263040.00
2024/03/29	2795.29	2844.84	2793.58	2844.84	21573731	17075031040.00
2024/04/01	2852.79	2914.62	2852.79	2914.62	25209594	19316426752.00
2024/04/02	2917.88	2952.34	2917.36	2942.49	27917562	21582004224.00
2024/04/03	2941.04	2941.88	2880.98	2920.49	28397053	21333559296.00
2024/04/08	2907.90	2907.90	2793.18	2794.75	29838998	21422108672.00
2024/04/09	2794.20	2852.95	2794.20	2852.95	21121380	15504527360.00
2024/04/10	2849.92	2851.59	2734.01	2767.80	26482207	18227949568.00
2024/04/11	2747.44	2814.61	2725.19	2775.73	20619114	14929275904.00
2024/04/12	2776.00	2811.85	2753.17	2758.51	21808435	15672869888.00
2024/04/15	2713.43	2735.39	2488.13	2516.54	35941189	22340460544.00
2024/04/16	2457.12	2457.12	2253.30	2253.30	27480500	15860985856.00
2024/04/17	2248.27	2462.38	2248.27	2462.38	36503167	19668549632.00
2024/04/18	2469.90	2484.45	2388.69	2447.53	30147027	16690812928.00
2024/04/19	2441.79	2468.87	2401.60	2423.35	25145239	13456369664.00
2024/04/22	2418.75	2425.97	2330.37	2381.99	24586162	13126896640.00
2024/04/23	2387.62	2478.59	2387.62	2458.10	24102817	13520040960.00
2024/04/24	2465.70	2539.32	2465.70	2539.32	25633597	14750124032.00
2024/04/25	2536.64	2586.93	2524.44	2573.77	25152151	14946259968.00
2024/04/26	2571.02	2601.65	2532.76	2591.84	26514542	16346632192.00
2024/04/29	2585.11	2697.50	2585.11	2697.50	31033527	17902862336.00
2024/04/30	2700.76	2716.45	2646.57	2680.31	25491923	16881975296.00
2024/05/06	2701.53	2754.77	2701.53	2754.77	26388666	18351759360.00
2024/05/07	2759.57	2791.83	2746.24	2791.83	24800279	17809299456.00
2024/05/08	2787.71	2790.37	2748.82	2753.05	22740721	16443762688.00
2024/05/09	2759.27	2806.25	2759.27	2799.62	22674020	15925865472.00
2024/05/10	2807.21	2813.58	2746.83	2757.45	23808304	16993923072.00
2024/05/13	2739.27	2739.27	2672.74	2677.96	22852576	15547977728.00
2024/05/14	2680.44	2734.65	2680.44	2726.42	19483644	13341180928.00
2024/05/15	2725.15	2761.12	2700.24	2732.78	20053236	14012873728.00
2024/05/16	2737.41	2804.30	2737.41	2787.57	24064048	16896704512.00
2024/05/17	2794.76	2834.77	2773.21	2834.77	24256128	17021642752.00
2024/05/20	2836.17	2842.98	2813.14	2823.69	26313337	17857259520.00
2024/05/21	2816.50	2816.56	2764.81	2777.53	24089706	15840191488.00
2024/05/22	2774.88	2805.15	2770.50	2798.83	22014017	14439224320.00
2024/05/23	2788.78	2788.78	2714.40	2721.10	21438139	13930160128.00
2024/05/24	2720.88	2738.58	2690.01	2696.42	18568209	12540537856.00
2024/05/27	2703.63	2713.55	2656.28	2710.89	19384836	13121261568.00
2024/05/28	2707.87	2714.07	2667.75	2669.76	17928540	12457422848.00
2024/05/29	2664.54	2717.21	2654.25	2689.01	18602374	12088766464.00
2024/05/30	2680.96	2694.31	2655.45	2657.45	17985282	11832006656.00
2024/05/31	2661.64	2693.89	2652.22	2681.61	17810311	11626845184.00
2024/06/03	2683.33	2684.00	2565.47	2587.76	25723449	15482762240.00
2024/06/04	2572.15	2572.82	2481.31	2517.08	28466238	15042778112.00
2024/06/05	2506.52	2506.83	2451.20	2451.20	25424171	11962042368.00
2024/06/06	2448.37	2461.59	2268.66	2293.59	32095294	16290803712.00
2024/06/07	2325.76	2427.46	2325.76	2420.32	27475244	14185268224.00
2024/06/11	2420.68	2424.08	2349.86	2416.94	22622244	11268853760.00
2024/06/12	2420.19	2491.62	2414.09	2488.00	20602519	10651808768.00
2024/06/13	2495.52	2509.47	2448.70	2479.71	19937288	10954677248.00
2024/06/14	2479.47	2486.22	2435.31	2475.93	18683109	10390433792.00
2024/06/17	2467.54	2471.58	2430.54	2436.92	18724204	10554242048.00
2024/06/18	2440.83	2503.90	2429.72	2502.42	28525867	11451235328.00
2024/06/19	2513.96	2531.86	2495.26	2517.44	22796133	11500221440.00
2024/06/20	2515.12	2524.33	2462.26	2465.00	24751332	12517244928.00
2024/06/21	2458.12	2480.78	2422.44	2459.50	24676816	10470330368.00
2024/06/24	2442.02	2442.02	2338.89	2353.89	23587706	12671100928.00
2024/06/25	2355.15	2410.76	2355.15	2383.77	20797289	10518526976.00
2024/06/26	2379.45	2475.45	2350.61	2475.45	22864149	11747241984.00
2024/06/27	2471.32	2507.69	2447.62	2448.45	21816166	12747331584.00
2024/06/28	2445.48	2493.85	2435.61	2454.39	20193587	11350715392.00
2024/07/01	2455.94	2478.43	2419.93	2470.06	20696498	11670404096.00
2024/07/02	2471.54	2520.86	2463.37	2510.23	25209560	12768348160.00
2024/07/03	2509.16	2518.21	2484.20	2491.06	22136704	11595588608.00
2024/07/04	2489.25	2493.58	2387.30	2393.55	21796043	11936135168.00
2024/07/05	2390.90	2447.15	2353.13	2439.71	21299915	10470067200.00
2024/07/08	2430.51	2431.03	2352.92	2359.98	21905858	11271659520.00
2024/07/09	2357.01	2387.00	2293.92	2386.27	23302923	11873726464.00
2024/07/10	2377.28	2383.06	2343.50	2350.95	21104777	10778645504.00
2024/07/11	2385.49	2449.98	2385.49	2449.98	24466155	12099959808.00
2024/07/12	2453.06	2486.51	2436.05	2446.77	22495644	11323625472.00
2024/07/15	2446.62	2446.82	2385.10	2394.22	19211254	9898996736.00
2024/07/16	2391.92	2403.35	2372.25	2391.20	16519800	8907062272.00
2024/07/17	2392.01	2404.18	2360.04	2362.55	17070096	9047518208.00
2024/07/18	2349.27	2355.03	2294.38	2349.25	18243623	10077862912.00
2024/07/19	2342.81	2381.40	2325.94	2373.04	16924718	9348999168.00
2024/07/22	2373.79	2408.79	2366.53	2407.66	19892859	10129951744.00
2024/07/23	2410.02	2442.78	2381.37	2381.62	20589444	10600531968.00
2024/07/24	2370.57	2383.10	2335.98	2340.50	19634097	10728065024.00
2024/07/25	2329.95	2389.27	2314.81	2364.10	17383244	8852625408.00
2024/07/26	2367.71	2410.00	2367.56	2410.00	18925237	9723560960.00
2024/07/29	2416.25	2441.52	2392.68	2433.27	21527337	10407583744.00
2024/07/30	2431.86	2467.14	2421.52	2463.12	21506618	10543211520.00
2024/07/31	2464.23	2538.87	2456.00	2538.87	25435244	13245167616.00
2024/08/01	2541.66	2563.86	2541.66	2554.92	23361061	12608371712.00
2024/08/02	2541.91	2561.58	2518.04	2520.32	22635473	12196251648.00
2024/08/05	2509.93	2546.29	2465.86	2465.86	24652030	13041288192.00
2024/08/06	2485.92	2536.95	2485.92	2536.95	21719029	11577188352.00
2024/08/07	2540.65	2549.89	2521.58	2537.94	20772676	11271281664.00
2024/08/08	2532.99	2550.87	2498.33	2543.87	25210276	13058776064.00
2024/08/09	2548.76	2565.83	2529.09	2529.51	23246040	12481875968.00
2024/08/12	2531.30	2536.81	2506.59	2514.97	22245566	12293763072.00
2024/08/13	2509.94	2548.16	2480.95	2548.16	22078379	11544144896.00
2024/08/14	2549.18	2567.32	2548.54	2552.03	21562836	11960439808.00
2024/08/15	2544.92	2577.57	2518.84	2573.29	28606755	13717622784.00
2024/08/16	2574.97	2581.96	2551.91	2554.53	28200908	13516568576.00
2024/08/19	2546.73	2563.08	2519.13	2548.85	22560981	11788135424.00
2024/08/20	2549.26	2556.07	2493.72	2498.24	20954492	11461238784.00
2024/08/21	2492.39	2512.01	2483.78	2498.45	17621056	9588247552.00
2024/08/22	2499.78	2516.02	2459.94	2460.99	20346708	10612316160.00
2024/08/23	2454.70	2454.74	2400.55	2430.29	22042269	11464918016.00
2024/08/26	2432.73	2498.93	2430.93	2493.20	22343220	11942358016.00
2024/08/27	2491.95	2500.70	2451.87	2462.92	19830050	11104132096.00
2024/08/28	2457.27	2518.30	2438.39	2493.50	19770276	11081539584.00
2024/08/29	2486.77	2531.40	2461.97	2527.25	20137227	11385587712.00
2024/08/30	2530.30	2610.93	2526.27	2580.66	26733935	14701214720.00
2024/09/02	2578.28	2600.95	2553.07	2553.79	23665250	12482620416.00
2024/09/03	2555.15	2589.39	2546.18	2572.55	18770501	10518732800.00
2024/09/04	2561.65	2567.57	2529.60	2538.54	17390741	9333971968.00
2024/09/05	2540.21	2578.32	2540.21	2577.38	18496307	9857675264.00
2024/09/06	2577.59	2579.95	2515.47	2516.90	19384738	10398553088.00
2024/09/09	2508.49	2551.02	2478.84	2539.54	18570779	9736200192.00
2024/09/10	2548.91	2581.69	2534.01	2576.75	20786614	11257201664.00
2024/09/11	2573.88	2579.31	2546.56	2560.24	17868771	9364470784.00
2024/09/12	2562.72	2588.96	2558.22	2558.24	18205356	9491510272.00
2024/09/13	2561.10	2564.91	2524.57	2524.83	19759801	10269496320.00
2024/09/18	2524.74	2525.98	2443.46	2487.30	20380138	10160393216.00
2024/09/19	2497.25	2571.04	2494.30	2566.09	22485564	11431959552.00
2024/09/20	2570.41	2570.53	2538.77	2554.11	19512516	10267160576.00
2024/09/23	2554.71	2577.93	2537.53	2566.20	16532940	8495412224.00
2024/09/24	2574.06	2647.49	2574.06	2647.49	25045460	13011987456.00
2024/09/25	2671.81	2730.38	2669.54	2693.46	34392923	18046377984.00
2024/09/26	2691.50	2771.99	2689.03	2771.99	29722062	15865198592.00
2024/09/27	2810.60	2910.51	2796.06	2898.87	35174404	21589407744.00
2024/09/30	3002.52	3240.84	2940.05	3218.45	56567267	39784771584.00
2024/10/08	3567.68	3625.18	3259.08	3463.72	69829562	52841398272.00
2024/10/09	3374.15	3374.15	3124.73	3124.92	48012474	33809328128.00
2024/10/10	3152.77	3242.73	3102.37	3177.39	36596428	25342558208.00
2024/10/11	3172.59	3176.80	3041.53	3067.32	30136883	20706648064.00
2024/10/14	3093.76	3167.66	3057.00	3167.66	25909089	18579496960.00
2024/10/15	3159.89	3204.41	3126.67	3143.33	26345940	19038861312.00
2024/10/16	3112.61	3195.99	3106.30	3182.29	26565808	18913996800.00
2024/10/17	3196.01	3226.23	3159.42	3163.50	25844240	18816409600.00
2024/10/18	3155.00	3282.93	3142.98	3242.54	30185855	22178834432.00
2024/10/21	3255.29	3313.50	3238.24	3291.46	31871562	23980183552.00
2024/10/22	3294.72	3356.86	3283.28	3349.37	31637763	22493614080.00
2024/10/23	3355.85	3404.62	3345.25	3367.75	31145397	23298865152.00
2024/10/24	3356.42	3386.70	3342.10	3381.20	29710906	19933687808.00
2024/10/25	3390.69	3476.63	3390.69	3476.63	34588293	24898140160.00
2024/10/28	3498.20	3615.23	3498.20	3615.23	41087545	30724384768.00
2024/10/29	3636.65	3641.16	3519.08	3519.08	40013447	30836916224.00
2024/10/30	3503.35	3546.22	3471.57	3512.70	31333308	23524214784.00
2024/10/31	3514.69	3600.42	3514.69	3591.02	32545345	26253078528.00
2024/11/01	3586.91	3611.75	3451.04	3453.79	34147485	26997094400.00
2024/11/04	3451.05	3524.79	3424.88	3524.79	24580122	19341144064.00
2024/11/05	3529.44	3609.24	3529.44	3609.24	29534646	23569440768.00
2024/11/06	3619.72	3665.56	3584.93	3644.88	34643258	27734394880.00
2024/11/07	3636.38	3754.12	3624.76	3754.12	33775858	28464003072.00
2024/11/08	3784.55	3797.13	3741.11	3764.82	35624630	30524071936.00
2024/11/11	3758.97	3861.02	3755.80	3861.02	29784359	27525775360.00
2024/11/12	3870.98	3921.96	3820.55	3858.23	35564736	32377389056.00
2024/11/13	3848.81	3906.45	3783.53	3889.99	30257442	27483863040.00
2024/11/14	3887.02	3894.55	3775.89	3779.33	27699041	24015497216.00
2024/11/15	3770.37	3823.95	3715.41	3717.20	28324005	23496933376.00
2024/11/18	3737.58	3759.71	3590.42	3613.11	28214944	22686724096.00
2024/11/19	3618.03	3691.89	3578.93	3691.89	23848093	18585411584.00
2024/11/20	3692.60	3805.74	3686.83	3801.24	25891295	22025103360.00
2024/11/21	3804.61	3848.80	3791.47	3840.32	27287269	23528957952.00
2024/11/22	3846.17	3860.30	3704.45	3706.22	33608796	26554621952.00
2024/11/25	3719.47	3821.32	3698.14	3821.32	28006903	22058872832.00
2024/11/26	3827.85	3864.48	3798.65	3813.24	29327178	23827585024.00
2024/11/27	3799.92	3844.96	3681.65	3844.92	26871390	22662365184.00
2024/11/28	3848.35	3928.48	3848.35	3904.16	30982000	26252382208.00
2024/11/29	3901.62	3966.28	3866.32	3949.58	31893860	27443247104.00
2024/12/02	3965.87	4035.45	3965.87	4035.45	32932345	28388679680.00
2024/12/03	4043.24	4071.00	4008.42	4063.59	29101352	27241682944.00
2024/12/04	4061.62	4063.47	3980.15	4003.29	31781512	28036966400.00
2024/12/05	3993.65	4073.32	3991.33	4073.32	29895234	26043242496.00
2024/12/06	4086.98	4128.06	4047.64	4118.23	30632013	27911647232.00
2024/12/09	4129.57	4161.61	4096.87	4147.33	30421014	28947402752.00
2024/12/10	4255.76	4261.76	4156.90	4163.13	35029029	34053249024.00
2024/12/11	4160.71	4229.97	4160.27	4229.97	29696227	27721699328.00
2024/12/12	4235.67	4318.54	4230.65	4318.54	37601939	34720034816.00
2024/12/13	4307.49	4307.62	4253.97	4256.81	31223871	32234403840.00
2024/12/16	4268.35	4314.91	4252.44	4274.63	28932691	29302142976.00
2024/12/17	4269.76	4272.27	4012.82	4023.08	31009041	28913844224.00
2024/12/18	4030.59	4067.85	3925.71	4020.88	23913751	21911351296.00
2024/12/19	3987.60	4026.23	3943.08	4007.87	22600370	20601096192.00
2024/12/20	4008.97	4108.07	4007.96	4081.17	22143272	20459935744.00
2024/12/23	4073.11	4075.19	3783.95	3796.04	33240545	27571570688.00
2024/12/24	3805.43	3832.74	3706.85	3784.46	27124490	20415660032.00
2024/12/25	3772.85	3774.94	3609.77	3662.59	25494487	19016622080.00
2024/12/26	3660.18	3757.22	3660.18	3718.01	21807598	16658935808.00
2024/12/27	3730.38	3821.54	3712.59	3782.05	22781283	17230696448.00
2024/12/30	3769.57	3769.94	3639.63	3709.34	23316801	16818164736.00
2024/12/31	3722.72	3752.09	3636.87	3644.57	21643821	15616418816.00
2025/01/02	3643.60	3740.42	3587.67	3615.85	25114354	17931374592.00
2025/01/03	3631.00	3646.50	3435.45	3442.91	23973398	17229049856.00
2025/01/06	3433.26	3468.91	3297.24	3418.93	19728429	13698304000.00
2025/01/07	3427.16	3544.27	3427.16	3544.27	20180404	14284009472.00
2025/01/08	3543.16	3567.86	3427.98	3535.93	20804277	14658590720.00
2025/01/09	3527.75	3575.79	3513.19	3556.20	17260700	12515135488.00
2025/01/10	3559.06	3585.80	3443.83	3444.01	19740338	13908646912.00
2025/01/13	3418.07	3489.46	3341.01	3475.87	18205677	12581739520.00
2025/01/14	3499.85	3666.06	3499.85	3666.04	23149614	17240006656.00
2025/01/15	3683.39	3695.55	3640.86	3666.97	20382669	14971618304.00
2025/01/16	3688.36	3738.40	3665.44	3701.66	19913549	15592211456.00
2025/01/17	3696.68	3696.68	3649.76	3682.51	18727983	13591139328.00
2025/01/20	3691.08	3763.27	3644.65	3745.45	22742207	16732298240.00
2025/01/21	3757.53	3767.62	3670.06	3703.22	21461660	15499476992.00
2025/01/22	3689.71	3690.87	3639.32	3663.00	20107132	13826707456.00
2025/01/23	3699.42	3753.26	3673.05	3673.05	22858699	15955216384.00
2025/01/24	3660.86	3712.49	3632.99	3706.57	22423197	15354454016.00
2025/01/27	3716.45	3778.66	3697.73	3703.76	24242548	16632344576.00
2025/02/05	3737.93	3795.83	3730.61	3786.50	23438406	16502842368.00
2025/02/06	3795.04	3842.95	3760.80	3842.95	24221162	17147057152.00
2025/02/07	3854.21	3919.71	3839.26	3884.17	26714006	19906316288.00
2025/02/10	3900.99	3984.53	3889.92	3984.53	25802647	19824218112.00
2025/02/11	3996.34	3997.92	3944.62	3978.42	23578251	18820474880.00
2025/02/12	3977.07	3996.47	3953.94	3994.61	21930825	17148759040.00
2025/02/13	3998.94	3999.93	3938.62	3943.68	22334219	16956495872.00
2025/02/14	3946.32	3975.17	3931.08	3949.04	20224163	16194790400.00
2025/02/17	3966.33	4059.30	3966.33	4050.77	27497010	20831440896.00
2025/02/18	4056.09	4062.96	3938.00	3952.36	28322590	22869006336.00
2025/02/19	3950.84	4033.68	3941.62	4033.66	22558308	18513154048.00
2025/02/20	4035.27	4083.94	4029.86	4083.94	23830855	19579052032.00
2025/02/21	4083.27	4089.87	4013.78	4070.54	26008170	21512658944.00
2025/02/24	4071.94	4134.71	4055.36	4119.81	29954986	23508748288.00
2025/02/25	4089.23	4139.07	4078.45	4105.26	23385543	20101877760.00
2025/02/26	4117.33	4171.41	4117.33	4165.01	26261258	22033125376.00
2025/02/27	4167.65	4179.64	4087.89	4158.08	26333277	21670930432.00
2025/02/28	4148.83	4150.49	4045.34	4051.26	26754079	21623404544.00
2025/03/03	4059.01	4136.55	4054.06	4078.80	26186615	20338479104.00
2025/03/04	4063.02	4149.12	4049.62	4147.13	22952529	18524346368.00
2025/03/05	4143.23	4144.84	4059.82	4130.41	26158554	20745195520.00
2025/03/06	4138.49	4206.67	4122.43	4199.76	28078129	23193944064.00
2025/03/07	4195.87	4224.49	4161.06	4180.31	26653475	22132652032.00
2025/03/10	4196.70	4254.44	4196.70	4244.51	26880978	22023270400.00
2025/03/11	4210.54	4273.00	4198.84	4273.00	26210220	21361684480.00
2025/03/12	4286.94	4306.14	4275.92	4294.36	26327971	22172420096.00
2025/03/13	4294.44	4298.27	4195.11	4263.61	27928828	22523682816.00
2025/03/14	4263.42	4348.33	4224.16	4348.33	30915688	25080469504.00
2025/03/17	4362.02	4394.51	4346.51	4393.19	30375255	24752470016.00
2025/03/18	4400.58	4431.86	4386.84	4431.04	25661861	21963505664.00
2025/03/19	4430.55	4438.82	4389.35	4410.13	25830272	21861595136.00
2025/03/20	4411.14	4454.59	4388.99	4427.23	25165285	22216493056.00
2025/03/21	4420.45	4426.06	4348.81	4370.65	30020228	25076664320.00
2025/03/24	4362.52	4367.69	4119.50	4198.05	34659591	28011501568.00
2025/03/25	4191.26	4215.79	4121.58	4188.49	28372470	22256820224.00
2025/03/26	4174.55	4310.54	4167.91	4288.40	28471768	22088327168.00
