experiment_id,family,feature_top_k,search_engine,model_name,horizon,big_up_prob_threshold,big_down_prob_threshold,tail_score_threshold,mild_cut_exposure,defensive_cut_exposure,severe_defensive_exposure,no_trade_band,high_volatility_multiplier,drawdown_threshold,decision_target_label,opportunity_cost_buffer,min_strong_up_position,max_position_change,trial_number,seed,robust_score,avg_excess_return_vs_buy_hold,avg_sharpe,avg_calmar,avg_turnover,avg_max_drawdown,avg_position,avg_missed_upside,avg_avoided_downside,positive_fold_ratio,excess_stability,excess_std,fold_count,status,failure_reason,test_total_return,test_excess_return_vs_buy_hold,test_max_drawdown,test_sharpe,artifact_dir,error
auto_20260614_190800_exp_035,ml_conservative_full_participation_enhancement,80,optuna,RandomForest,20,0.548,0.67,0.0357,0.977,0.951,0.934,0.0312,1.142,0.113,big_down_label,0.0019,0.959,0.25,34,42,1.1077551379053279,-0.006284956840771756,1.2159945862168249,4.202147611940529,0.23033333333333297,-0.23042362076005649,0.9844259829059832,0.02042022651663767,0.014860457264085304,0.0,0.9919961749125973,0.008068403175151267,3,ok,,1.085171117025559,-0.023569566354562532,-0.17009978105739976,2.3241002669334674,C:\Users\qqrtq\Documents\GitHub\Data-Mining\outputs\experiments\auto_20260614_190800_exp_035,
auto_20260614_190800_exp_032,ml_conservative_full_participation_enhancement,80,optuna,RandomForest,20,0.541,0.582,0.0313,0.973,0.955,0.942,0.0292,1.182,0.105,big_down_label,0.001,0.957,0.25,31,42,1.1045547799546214,-0.006149646019617723,1.2183728732771957,4.207552695075026,0.17300000000000015,-0.23024131994177421,0.9830137891737892,0.02219637491337707,0.016678257114724693,0.0,0.9917149665289424,0.008354248701172321,3,ok,,1.085721118761311,-0.023019564618810495,-0.1700997810573992,2.32356546804113,C:\Users\qqrtq\Documents\GitHub\Data-Mining\outputs\experiments\auto_20260614_190800_exp_032,
auto_20260614_190800_exp_022,ml_conservative_full_participation_enhancement,80,optuna,RandomForest,20,0.54,0.586,0.0191,0.975,0.957,0.937,0.0348,1.171,0.108,big_down_label,0.0008,0.956,0.25,21,42,1.1045354521510788,-0.006280131901676385,1.2169310437337455,4.204172048687359,0.2066666666666663,-0.23033053411591206,0.9836533333333332,0.021399437976037595,0.015808715297645257,0.0,0.9918008425361399,0.008266939401759456,3,ok,,1.082622810674252,-0.026117872705869516,-0.17009978105739954,2.3282377348898073,C:\Users\qqrtq\Documents\GitHub\Data-Mining\outputs\experiments\auto_20260614_190800_exp_022,
auto_20260614_190800_exp_025,ml_conservative_full_participation_enhancement,80,optuna,RandomForest,20,0.53,0.63,0.0448,0.98,0.952,0.92,0.0533,1.101,0.101,avoid_loss_label,0.0014,0.958,0.2,24,42,1.097131981061085,-0.006890441374568142,1.2122129724870947,4.192724983378898,0.3133333333333331,-0.23054476726209014,0.9849527065527068,0.019817213307324996,0.013811972242027829,0.0,0.9917440639939905,0.008324663898426555,3,ok,,1.0822645681972518,-0.02647611518286963,-0.17009978105739954,2.3303629541853956,C:\Users\qqrtq\Documents\GitHub\Data-Mining\outputs\experiments\auto_20260614_190800_exp_025,
auto_20260614_190800_exp_019,ml_big_up_index_enhancement,50,optuna,XGBoost,20,0.551,0.552,0.0425,0.96,0.926,0.903,0.0411,1.198,0.087,reduce_position_worth_label,0.0018,0.972,0.25,18,42,0.8456661680456475,-0.004987950168939825,1.2127514217416722,4.099223174309878,0.5819999999999997,-0.21718977169277945,0.9338613763440864,0.08189043490639064,0.07790654075342301,0.3333333333333333,0.9772448024910151,0.02328505350039372,3,ok,,1.0310697658852064,-0.07767091749491506,-0.17009978105739965,2.324486763289241,C:\Users\qqrtq\Documents\GitHub\Data-Mining\outputs\experiments\auto_20260614_190800_exp_019,
auto_20260614_190800_exp_031,ml_big_up_index_enhancement,50,optuna,ExtraTrees,5,0.544,0.562,0.0249,0.965,0.944,0.911,0.0434,1.242,0.091,big_down_label,0.0012,0.974,0.30000000000000004,30,42,0.810291890562445,-0.006761734095726039,1.2029784122280607,4.034214752611217,0.4966666666666666,-0.2190448305710931,0.941572129032258,0.07495431144747418,0.06974039713732434,0.3333333333333333,0.9772607309541455,0.023268374882568964,3,ok,,1.0310887481438282,-0.07765193523629321,-0.17093442388758728,2.2864105029419397,C:\Users\qqrtq\Documents\GitHub\Data-Mining\outputs\experiments\auto_20260614_190800_exp_031,
auto_20260614_190800_exp_049,ml_big_up_index_enhancement,50,optuna,ExtraTrees,5,0.537,0.568,0.0424,0.965,0.922,0.916,0.011,1.133,0.103,big_up_label,0.0021,0.966,0.35000000000000003,48,42,0.7867726042034618,-0.006503135663692501,1.2087568725081803,4.086399769107767,0.6413333333333329,-0.21870938501830042,0.9399102795698925,0.07383558715132636,0.06868084478205233,0.3333333333333333,0.9788096716369813,0.02164907946565297,3,ok,,1.0346393935050107,-0.07410128987511078,-0.16789584799303026,2.3185873595833875,C:\Users\qqrtq\Documents\GitHub\Data-Mining\outputs\experiments\auto_20260614_190800_exp_049,
auto_20260614_190800_exp_009,ml_big_up_index_enhancement,50,optuna,HistGradientBoosting,20,0.609,0.649,0.014,0.983,0.939,0.875,0.0345,1.172,0.072,reduce_position_worth_label,0.0021,0.961,0.15000000000000002,8,42,0.7017470613777792,-0.006558026126131433,1.1979252039014388,3.9864503234286937,0.49033333333333334,-0.21317839084631218,0.9103851612903225,0.10846665830434703,0.10273010869218062,0.3333333333333333,0.970876496203657,0.029997125185564272,3,ok,,1.0060474757879945,-0.10269320759212697,-0.1707164760605544,2.3066455102619665,C:\Users\qqrtq\Documents\GitHub\Data-Mining\outputs\experiments\auto_20260614_190800_exp_009,
auto_20260614_190800_exp_011,ml_big_up_index_enhancement,50,optuna,ExtraTrees,10,0.568,0.61,0.0019,0.951,0.883,0.83,0.0497,1.229,0.061,avoid_loss_label,0.0015,0.967,0.4,10,42,0.4911327252963349,-0.012420464993399364,1.1809375209282866,3.8587117380869853,0.8333333333333334,-0.20619016134349266,0.8745072258064513,0.15171831140384195,0.14146112856841864,0.3333333333333333,0.9585236211090956,0.04327110775101461,3,ok,,0.9487596485106731,-0.15998103486944837,-0.16788913280294482,2.2789556840197145,C:\Users\qqrtq\Documents\GitHub\Data-Mining\outputs\experiments\auto_20260614_190800_exp_011,
auto_20260614_190800_exp_021,ml_direct_signal_timing,80,optuna,RandomForest,20,0.619,0.59,0.0275,0.962,0.939,0.91,0.0429,1.179,0.083,big_up_label,0.0008,0.955,0.25,20,42,0.4180599236709065,-0.019981910875191116,1.2599552290844975,4.329440157354367,1.084333333333333,-0.2092033943553139,0.8847315913978494,0.12400516392383576,0.10794966308872322,0.3333333333333333,0.9612004840870152,0.04036568494848199,3,ok,,0.9488548928492455,-0.15988579053087593,-0.13901030727345598,2.37732829083164,C:\Users\qqrtq\Documents\GitHub\Data-Mining\outputs\experiments\auto_20260614_190800_exp_021,
auto_20260614_190800_exp_038,ml_direct_signal_timing,80,optuna,RandomForest,5,0.569,0.55,0.0488,0.953,0.944,0.914,0.0137,1.132,0.099,big_down_label,0.0021,0.952,0.25,37,42,0.390919413600317,-0.02189828892412023,1.296191350087301,4.536479309572873,1.461999999999999,-0.2089867810015409,0.8741163440860217,0.12882824655249192,0.11163788769755356,0.3333333333333333,0.9580307431956092,0.04380783926035412,3,ok,,0.9303772708778155,-0.17836341250230592,-0.13901030727345642,2.32796997949212,C:\Users\qqrtq\Documents\GitHub\Data-Mining\outputs\experiments\auto_20260614_190800_exp_038,
auto_20260614_190800_exp_013,ml_direct_signal_timing,80,optuna,RandomForest,5,0.538,0.61,0.0499,0.968,0.929,0.901,0.0498,1.225,0.094,big_up_label,0.0016,0.952,0.25,12,42,0.33002559913644147,-0.023497644485817853,1.2853507287213044,4.452969578174543,1.5996666666666668,-0.20763116430262907,0.8677332473118279,0.13792057140275474,0.11965014144990227,0.3333333333333333,0.9546190545378307,0.04753827743794624,3,ok,,0.9041726461624384,-0.20456803721768302,-0.13901030727345598,2.3023011324284375,C:\Users\qqrtq\Documents\GitHub\Data-Mining\outputs\experiments\auto_20260614_190800_exp_013,
auto_20260614_190800_exp_047,ml_direct_signal_timing,50,optuna,ExtraTrees,20,0.574,0.563,0.0216,0.967,0.935,0.915,0.0462,1.222,0.097,big_down_label,0.0022,0.951,0.35000000000000003,46,42,0.2358546248689506,-0.02718950415314351,1.2031117501775177,3.935891324731301,1.205,-0.2123576653991246,0.8834059139784948,0.12461023724260949,0.10303345300509893,0.3333333333333333,0.9590117766494066,0.04274006258171091,3,ok,,0.9531404373001704,-0.15560024607995104,-0.13901030727345653,2.351633551390587,C:\Users\qqrtq\Documents\GitHub\Data-Mining\outputs\experiments\auto_20260614_190800_exp_047,
auto_20260614_190800_exp_007,ml_direct_signal_timing,80,optuna,ExtraTrees,10,0.636,0.695,0.0427,0.96,0.911,0.905,0.0227,1.117,0.088,avoid_loss_label,0.002,0.978,0.30000000000000004,6,42,0.22967160522087227,-0.027646322151609042,1.2357966596437187,4.1739079772006695,1.1709999999999998,-0.20755982476638213,0.8730510322580646,0.13743771810988023,0.11485006602659292,0.3333333333333333,0.9595999032630996,0.04210098041852737,3,ok,,0.9128659450424781,-0.19587473833764335,-0.1390103072734563,2.3388603839585027,C:\Users\qqrtq\Documents\GitHub\Data-Mining\outputs\experiments\auto_20260614_190800_exp_007,
