date,trade_date,strategy,final_position,signal,buy_hold_return,strategy_return,active_return,turnover,transaction_cost,missed_upside,avoided_downside,gross_position_timing_contribution,net_position_timing_contribution,defensive_day,pred_big_up_prob,pred_big_down_prob,pred_tail_score
2026-01-19,2026-01-20,ml_big_up_index_enhancement,0.98,ADJUST,0.001233290393428,0.0011886245855594398,-4.466580786856018e-05,0.020000000000000018,2.000000000000002e-05,2.466580786856002e-05,-0.0,-2.466580786856002e-05,-4.466580786856004e-05,True,0.3451662334537209,0.3287589916246127,0.0164072418291081
2026-01-20,2026-01-21,ml_big_up_index_enhancement,0.98,ADJUST,0.010942515934986,0.01072366561628628,-0.00021885031869972073,0.0,0.0,0.00021885031869972019,-0.0,-0.00021885031869972019,-0.00021885031869972019,True,0.3349808056443436,0.3072076847116196,0.0277731209327239
2026-01-21,2026-01-22,ml_big_up_index_enhancement,0.97,ADJUST,0.0121523938282475,0.011777822013400075,-0.00037457181484742454,0.010000000000000009,1.000000000000001e-05,0.0003645718148474253,-0.0,-0.0003645718148474253,-0.00037457181484742535,True,0.2730202641263389,0.3814335727575878,-0.1084133086312488
2026-01-22,2026-01-23,ml_big_up_index_enhancement,0.97,ADJUST,0.0074097486567081,0.007187456197006857,-0.00022229245970124302,0.0,0.0,0.0002222924597012432,-0.0,-0.0002222924597012432,-0.0002222924597012432,True,0.2461866542339329,0.3562671598834121,-0.1100805056494791
2026-01-23,2026-01-26,ml_big_up_index_enhancement,0.97,ADJUST,-0.0065517909319829,-0.0063552372040234124,0.0001965537279594873,0.0,0.0,0.0,0.00019655372795948718,0.00019655372795948718,0.00019655372795948718,True,0.1991587274469302,0.3705363533907588,-0.1713776259438285
2026-01-26,2026-01-27,ml_big_up_index_enhancement,0.98,ADJUST,-0.002493549862072,-0.00245367886483056,3.987099724144004e-05,0.010000000000000009,1.000000000000001e-05,0.0,4.987099724144004e-05,4.987099724144004e-05,3.987099724144003e-05,True,0.3004822576166781,0.3167640730965765,-0.0162818154798984
2026-01-27,2026-01-28,ml_big_up_index_enhancement,1.0,ADJUST,-0.0112049753394185,-0.011224975339418498,-1.9999999999999185e-05,0.020000000000000018,2.000000000000002e-05,0.0,0.0,-0.0,-2.000000000000002e-05,False,0.3559849988827418,0.2653117742503316,0.0906732246324101
2026-01-28,2026-01-29,ml_big_up_index_enhancement,1.0,ADJUST,-0.004446467675405,-0.004446467675405,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,False,0.6122191664840702,0.2751009145179477,0.3371182519661224
2026-01-29,2026-01-30,ml_big_up_index_enhancement,1.0,ADJUST,0.0135765714996873,0.0135765714996873,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,False,0.5877272867894117,0.2476499748268986,0.340077311962513
2026-01-30,2026-02-02,ml_big_up_index_enhancement,1.0,ADJUST,-0.0129518595879355,-0.0129518595879355,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,False,0.577774595569712,0.2914246180599053,0.2863499775098067
2026-02-02,2026-02-03,ml_big_up_index_enhancement,1.0,ADJUST,0.0169557621077645,0.0169557621077645,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,False,0.6206250029295746,0.3248211471518284,0.2958038557777461
2026-02-03,2026-02-04,ml_big_up_index_enhancement,1.0,ADJUST,0.0102256655959953,0.0102256655959953,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,False,0.6116934418733713,0.3855019434767531,0.2261914983966181
2026-02-04,2026-02-05,ml_big_up_index_enhancement,1.0,ADJUST,0.0014666247631018,0.0014666247631018,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,False,0.5327880505377798,0.4089153866217426,0.1238726639160371
2026-02-05,2026-02-06,ml_big_up_index_enhancement,1.0,ADJUST,0.0085939527155993,0.0085939527155993,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,False,0.5081480900511163,0.405162829481458,0.1029852605696582
